日期,开盘,收盘,最高,最低,成交量
2021-03-01,6.06438651,6.10246743,6.16910904,6.06438651,4988192
2021-03-02,6.16910904,6.4737564,6.664161,6.16910904,25199403
2021-03-03,6.38807433,6.44519571,6.49279686,6.29287203,13018004
2021-03-04,6.40711479,6.34999341,6.46423617,6.34047318,8956460
2021-03-05,6.33095295,6.38807433,6.44519571,6.30239226,7610879
2021-03-08,6.40711479,6.43567548,6.54991824,6.39759456,10426870
2021-03-09,6.39759456,6.26431134,6.42615525,6.15958881,8748526
2021-03-10,6.30239226,6.25479111,6.41663502,6.19766973,5230474
2021-03-11,6.20718996,6.33095295,6.33095295,6.15958881,6892955
2021-03-12,6.33095295,6.51183732,6.60703962,6.23575065,14598907
2021-03-15,6.4737564,6.48327663,6.59751939,6.43567548,9569539
2021-03-16,6.48327663,6.7593633,6.8545656,6.44519571,28818181
2021-03-17,6.73080261,6.63560031,6.73080261,6.60703962,15743253
2021-03-18,6.59751939,6.70224192,6.74032284,6.53087778,13333537
2021-03-19,6.7593633,6.76888353,6.93072744,6.70224192,23588992
2021-03-22,6.74032284,6.89264652,6.91168698,6.69272169,21185378
2021-03-23,6.90216675,6.67368123,6.90216675,6.63560031,14337018
2021-03-24,6.64512054,6.73080261,6.82600491,6.63560031,10412397
2021-03-25,6.70224192,6.5689587,6.7593633,6.54039801,9256333
2021-03-26,6.5689587,6.64512054,6.69272169,6.53087778,11243099
2021-03-29,6.664161,6.63560031,6.71176215,6.55943847,9275444
2021-03-30,6.60703962,6.46423617,6.60703962,6.41663502,9770492
2021-03-31,6.43567548,6.49279686,6.55943847,6.42615525,6782607
2021-04-01,6.50231709,6.4737564,6.55943847,6.46423617,5095273
2021-04-02,6.50231709,6.40711479,6.50231709,6.34999341,6508960
2021-04-06,6.40711479,6.42615525,6.45471594,6.3785541,3648900
2021-04-07,6.44519571,6.38807433,6.44519571,6.35951364,6507016
2021-04-08,6.38807433,6.31191249,6.39759456,6.31191249,6872970
2021-04-09,6.31191249,6.33095295,6.34999341,6.26431134,5013652
2021-04-12,6.33095295,6.34047318,6.41663502,6.2833518,6668384
2021-04-13,6.34047318,6.23575065,6.35951364,6.20718996,5559926
2021-04-14,6.22623042,6.22623042,6.25479111,6.1881495,4295796
2021-04-15,6.23575065,6.14054835,6.24527088,6.10246743,4774434
2021-04-16,6.15006858,6.30239226,6.30239226,6.14054835,5952789
2021-04-19,6.29287203,6.32143272,6.35951364,6.25479111,5755860
