日期,开盘,收盘,最高,最低,成交量
2021-03-01,317.545085,331.825219,332.74215392,314.55753065,2650875
2021-03-02,331.06987507,317.33464092,337.18026925,310.78456893,2507980
2021-03-03,311.92322172,326.564117,327.04888997,304.39233,1981344
2021-03-04,319.42780793,290.863782,319.49169274,288.3083896,3835275
2021-03-05,282.22430093,296.500677,302.88164214,282.220543,2680309
2021-03-08,296.500677,260.424549,299.03352182,260.424549,3755903
2021-03-09,261.21747223,258.545584,271.31503014,254.08492109,3330600
2021-03-10,270.195167,268.86485978,275.7193241,262.80707662,3044982
2021-03-11,266.82054586,304.79818644,310.780811,266.82054586,4680850
2021-03-12,302.513365,298.755435,310.19457392,284.851094,3174648
2021-03-15,294.93737812,282.17544784,294.93737812,266.8506093,3162785
2021-03-16,278.63518,298.7512808,305.139502,269.79361002,5272381
2021-03-17,291.547542,296.304728,300.77648284,281.02736496,3873411
2021-03-18,297.5280044,306.99480454,324.70512842,297.19500138,6056289
2021-03-19,293.62711188,300.26678434,309.21709,293.62711188,3901178
2021-03-22,299.02312,298.2076024,311.85393024,289.5767078,3502173
2021-03-23,296.984326,269.5965266,296.984326,258.926838,5971951
2021-03-24,261.0335918,263.1743255,266.97327832,255.6307877,3461394
2021-03-25,258.42393548,251.5871796,259.53168022,243.975682,3809227
2021-03-26,251.47844392,262.04619282,269.50817886,251.47844392,4709254
2021-03-29,255.53564398,263.28306118,273.198396,254.25799974,5015034
2021-03-30,262.33162398,282.712768,288.82915,258.30160784,6198513
2021-03-31,277.955582,279.98758002,286.78356002,276.31775082,3056169
2021-04-01,280.0623358,295.2173712,298.32993004,280.0623358,4608369
2021-04-02,292.75043046,318.051864,323.488648,292.7028586,5427528
2021-04-06,322.81584598,326.15267216,339.799,322.469251,6233562
2021-04-07,318.20137556,322.129452,325.187643,313.974276,4037197
2021-04-08,319.4450399,356.78895,363.91113704,316.40044086,6929257
2021-04-09,352.02496802,348.89881722,363.57813402,345.235784,5010747
2021-04-12,347.954176,346.59498,369.0896738,334.28066424,5537036
2021-04-13,346.59498,337.39322308,351.9638042,334.96705822,4495607
2021-04-14,334.4301758,353.34338814,355.429754,333.1049597,4561200
2021-04-15,349.99297,347.38331368,354.750156,340.73684524,3152657
2021-04-16,346.58138804,344.32512268,354.9540354,336.4349899,3643821
2021-04-19,338.439804,358.69862038,361.46458424,330.37977172,4395881
2021-04-20,354.9540354,377.84289604,391.45524398,354.9540354,5412532
2021-04-21,376.157493,414.22177698,418.2246092,373.9487995,6776040
2021-04-22,411.01407442,414.4188604,421.34396402,404.3947899,4205049
2021-04-23,413.195584,392.65133646,413.195584,390.76885,6078666
2021-04-26,394.85323398,395.526036,412.6519056,388.730056,4902225
2021-04-27,399.603624,398.93761796,407.7588,373.7109402,5243046
2021-04-28,392.807644,400.6909808,404.99283614,387.37086,3740479
2021-04-29,401.62203006,406.4675638,420.65757004,398.584227,4194633
2021-04-30,403.681212,420.1274836,433.52236018,400.96282,5024693
2021-05-06,421.35076,383.633071,422.709956,372.419704,6466418
2021-05-07,381.27486594,354.76374796,385.332066,354.66860424,5411290
2021-05-10,353.39775598,355.9734324,370.29935824,346.59498,5667515
2021-05-11,352.031764,369.35471702,372.46047988,342.0416734,4897714
2021-05-12,363.8227893,392.128046,392.46104902,361.0024576,4480854
2021-05-13,385.332066,393.8950008,407.7588,380.914679,4168639
2021-05-14,394.16684,391.448448,400.623021,385.10100268,3066174
2021-05-17,387.37086,426.5836646,431.65346568,385.332066,5719041
2021-05-18,430.185534,429.15934102,436.981514,417.95277,3364798
2021-05-19,426.23027364,427.467142,440.379504,423.05655098,3022655
2021-05-20,424.9186495,426.69919626,433.30488882,419.31876198,2803806
2021-05-21,428.2486797,411.836388,430.525333,404.36081,3696015
2021-05-24,412.50239404,419.991564,421.00416502,411.84318398,2321256
2021-05-25,420.331363,452.4763484,461.70528924,420.331363,4906172
2021-05-26,452.36761272,446.495886,457.3014942,441.7387,2786133
2021-05-27,443.097896,452.3404288,460.6994842,439.45525072,2888788
2021-05-28,452.6462479,445.816288,466.204228,435.962117,3431197
2021-05-31,442.418298,459.86357866,462.0247003,442.18723468,2810156
2021-06-01,458.72865,462.10625206,468.21583808,447.56285486,2932326
2021-06-02,464.845032,421.3847399,464.845032,420.75271376,5486922
2021-06-03,414.56157598,431.54473,437.28053712,414.56157598,3687512
2021-06-04,425.088549,440.11446078,445.08911814,424.75554598,2508838
2021-06-07,431.54473,434.40583758,437.94654316,415.913976,3126890
2021-06-08,432.23791996,436.96792204,450.573474,425.1565088,3532541
2021-06-09,435.4184386,432.903926,438.29993412,422.17307358,2641045
2021-06-10,432.903926,437.95333914,443.097896,423.049755,2988013
2021-06-11,437.13102556,444.457092,446.89684882,407.94229146,5264891
2021-06-15,441.35812512,442.32995026,451.93267,438.34071,2319280
2021-06-16,442.32995026,417.273172,443.777494,415.83922022,2897500
2021-06-17,414.56157598,427.89528874,432.10200036,414.56157598,2173735
2021-06-18,427.92247266,447.855082,449.20748202,423.389554,3208764
2021-06-21,447.29101566,469.602218,479.11659,441.11346984,3591599
2021-06-22,468.92262,471.641012,478.36223622,464.165434,2406323
2021-06-23,472.32740598,476.398198,485.01550064,468.92262,2546911
2021-06-24,477.08459198,469.03135568,480.11559906,458.72865,2565052
2021-06-25,475.7186,511.41108696,521.17011424,475.60986432,4377568
2021-06-28,530.77283398,526.008852,540.28041,513.44308498,3380858
2021-06-29,533.91937272,535.9309828,546.38320004,520.572068,2968557
2021-06-30,536.89601196,536.12127024,543.6784,526.008852,2189714
2021-07-01,536.88242,557.27036,573.87973512,532.81842396,3316887
2021-07-02,550.47438,536.202822,553.13840416,526.68845,3131017
2021-07-05,535.523224,553.3286916,569.96525064,530.84079378,2893030
2021-07-06,559.42468566,517.84688002,561.347948,496.10654,5319932
2021-07-07,511.737294,532.465033,537.7319175,506.30051,3236922
2021-07-08,534.85042198,516.49448,541.34737886,511.057696,2638230
2021-07-09,509.6985,500.9996456,512.66834326,487.6795248,3645083
2021-07-12,509.6985,522.610862,528.727244,496.11333598,2826344
2021-07-13,519.9944097,517.7857162,533.824229,511.41108696,2026319
2021-07-14,513.37512518,540.95321202,546.85891864,506.30051,3545857
2021-07-15,536.202822,545.43176284,547.07639,530.23595156,2164514
2021-07-16,540.28041,525.45837762,542.319204,519.89247,2263432
2021-07-19,526.50495854,528.22434148,542.99200602,517.97600364,1718669
2021-07-20,522.610862,523.30405196,532.11164204,520.49051624,1234952
2021-07-21,526.5865103,542.998802,545.717194,521.931264,2289223
2021-07-22,550.48117598,520.30702478,552.513174,519.212872,2967239
2021-07-23,514.115887,494.747344,516.4265202,477.077796,3585224
2021-07-26,485.90577402,420.2634032,485.90577402,400.96282,7071633
2021-07-27,420.25660722,420.331363,432.89713002,408.59470554,4404298
2021-07-28,420.671162,455.03163688,457.1655746,419.991564,4262230
2021-07-29,475.039002,463.6897154,475.039002,451.93267,2784674
2021-07-30,453.971464,440.92997838,461.107243,428.71080634,3153719
2021-08-02,427.467142,436.5057954,445.13669,394.39110734,4309868
2021-08-03,430.95347974,442.32315428,452.612268,418.632368,3478182
2021-08-04,434.94951598,444.24641662,450.573474,428.16033196,2216951
2021-08-05,434.18157024,432.26510388,444.4910719,423.389554,2378595
2021-08-06,428.15353598,425.428348,441.82025176,423.36237008,1883533
2021-08-09,408.438398,426.5157048,434.8747602,404.82973262,2291494
2021-08-10,426.40696912,447.7871222,458.36846306,415.34990966,3694518
2021-08-11,443.097896,423.389554,464.505233,421.35076,3832580
2021-08-12,415.234378,419.311966,427.91567668,414.92176292,1940536
2021-08-13,419.31876198,419.2440062,430.185534,416.55279812,1918103
2021-08-16,419.991564,431.6806496,436.64851098,415.913976,2364789
2021-08-17,426.787544,416.61396194,433.7874034,415.0984584,2008545
2021-08-18,415.90038404,397.904629,421.98958212,394.4386792,3313999
2021-08-19,397.56483,405.71321002,417.17802828,394.846438,2283499
2021-08-20,401.0307798,366.97612402,401.0987396,358.827744,5583332
2021-08-23,373.78569598,381.92048404,383.01463682,361.56652394,3056766
2021-08-24,400.96282,399.6376039,403.34820898,369.701312,3850336
2021-08-25,402.37638384,402.1521165,413.7392624,395.64156766,2613225
2021-08-26,402.05697278,396.4774732,402.14532052,390.95913744,1885425
2021-08-27,394.22800382,405.380207,416.24697902,392.807644,2326898
2021-08-30,387.36406402,386.7252419,394.0988802,365.623724,3440148
2021-08-31,383.293272,398.93082198,398.93082198,375.82448998,3137891
2021-09-01,404.36081,388.70287208,404.36081,370.6527492,2791184
2021-09-02,380.57488,365.16159736,389.409654,364.264528,2667943
2021-09-03,363.4150305,350.332769,363.44221442,346.16683326,2990307
2021-09-06,349.08910466,382.93308506,383.81656246,345.235784,3757321
2021-09-07,382.94667702,389.87857662,391.40087614,373.7789,2112499
2021-09-08,389.87178064,376.08273722,398.15608026,375.8516739,2069825
2021-09-09,376.497292,371.72651404,380.914679,366.0654627,1563692
2021-09-10,372.3857241,369.021714,376.497292,365.63051998,1502356
2021-09-13,365.7256637,364.7742265,381.37680564,362.225734,1577013
2021-09-14,363.0072717,362.3956335,371.740106,361.1383772,1498623
2021-09-15,362.23252998,359.45977014,370.38091,351.27061424,1579928
2021-09-16,354.07735398,366.11303456,370.38091,348.98716496,2540532
2021-09-17,365.623724,378.9778247,388.2543374,351.85506852,3572219
2021-09-22,370.33333814,383.633071,394.76488624,367.7304778,2575117
2021-09-23,380.57488,386.6233022,394.20761588,375.82448998,2395863
2021-09-24,385.6039052,398.40073554,411.15679,378.01279554,4004381
