日期,开盘,收盘,最高,最低,成交量
2021-03-01,16.42982379,16.52607349,16.54532343,16.24694936,13495033.0
2021-03-02,16.69932295,16.7474478,16.87257241,16.35282403,18356808.0
2021-03-03,16.53569846,16.67044804,16.69932295,16.38169894,12391895.0
2021-03-04,16.50682355,16.8436975,17.39232079,16.46832367,24231989.0
2021-03-05,16.5549484,16.67044804,16.7474478,16.25657433,15155978.0
2021-03-08,16.59344828,15.5924514,16.69932295,15.5924514,23548604.0
2021-03-09,15.53470158,14.73582907,15.54432655,14.69732919,18957291.0
2021-03-10,14.88982859,14.37970518,15.00532823,14.3412053,13958892.0
2021-03-11,14.437455,14.56257961,14.58182955,14.22570566,13129028.0
2021-03-12,14.54332967,14.19683075,14.54332967,14.04283123,18442976.0
2021-03-15,14.22570566,14.40858009,14.57220458,14.18720578,14652527.0
2021-03-16,14.39895512,14.42783003,14.5337047,14.28345548,8540145.0
2021-03-17,14.44707997,14.60107949,14.66845428,14.3412053,11531070.0
2021-03-18,14.60107949,14.64920434,14.86095368,14.57220458,11521158.0
2021-03-19,14.51445476,14.7262041,15.03420314,14.35083027,14166820.0
2021-03-22,14.67807925,14.78395392,14.87057865,14.51445476,8961261.0
2021-03-23,14.78395392,14.90907853,15.05345308,14.73582907,11393438.0
2021-03-24,14.96682835,14.63957937,14.96682835,14.46632991,10478535.0
2021-03-25,14.51445476,14.68770422,14.79357889,14.46632991,8320111.0
2021-03-26,14.71657913,14.84170374,14.88982859,14.62032943,7870440.0
2021-03-29,15.0149532,15.00532823,15.24595248,14.93795344,13180545.0
2021-03-30,15.0149532,15.38070206,15.44807685,15.00532823,17547216.0
2021-03-31,15.21707757,14.52407973,15.21707757,14.44707997,19415812.0
2021-04-01,14.5337047,14.44707997,14.60107949,14.25458057,14628465.0
2021-04-02,14.437455,14.39895512,14.5337047,14.29308045,13361757.0
2021-04-06,14.45670494,14.49520482,14.61070446,14.41820506,12090917.0
2021-04-07,14.437455,14.37970518,14.49520482,14.26420554,10744543.0
2021-04-08,14.39895512,14.25458057,14.41820506,14.22570566,12628411.0
2021-04-09,14.21608069,14.20645572,14.37008021,14.16795584,9345519.0
2021-04-12,14.19683075,13.88883171,14.26420554,13.79258201,12970743.0
2021-04-13,13.86958177,13.86958177,13.98508141,13.79258201,5712569.0
2021-04-14,13.86958177,14.19683075,14.23533063,13.86958177,9397668.0
2021-04-15,14.18720578,14.25458057,14.31233039,14.11020602,8623360.0
2021-04-16,14.26420554,14.42783003,14.48557985,14.18720578,11417789.0
2021-04-19,14.437455,14.49520482,14.52407973,14.37970518,9232943.0
2021-04-20,14.50482979,14.38933015,14.51445476,14.35083027,9858309.0
2021-04-21,14.32195536,14.30270542,14.38933015,14.16795584,6453218.0
2021-04-22,14.3412053,14.3412053,14.5337047,14.28345548,7207502.0
2021-04-23,14.3412053,14.26420554,14.35083027,14.16795584,5622684.0
2021-04-26,14.29308045,14.16795584,14.48557985,14.1487059,8962638.0
2021-04-27,14.16795584,13.8599568,14.16795584,13.85033183,9920700.0
2021-04-28,13.80220698,13.88883171,13.93695656,13.7637071,5765209.0
2021-04-29,13.87920674,14.38933015,14.69732919,13.84070686,18731393.0
2021-04-30,14.38933015,14.46632991,14.48557985,14.22570566,12591635.0
2021-05-06,14.437455,14.64920434,14.75507901,14.35083027,14482158.0
2021-05-07,14.60107949,14.57220458,14.8224538,14.48557985,12056939.0
2021-05-10,14.52407973,14.27383051,14.58182955,14.1487059,9484914.0
2021-05-11,14.16795584,14.61070446,14.68770422,14.16795584,11890402.0
2021-05-12,14.56257961,14.48557985,14.56257961,14.38933015,7217646.0
2021-05-13,14.38933015,14.59145452,14.74545404,14.38933015,10987054.0
2021-05-14,14.5337047,14.88982859,14.96682835,14.52407973,19686420.0
2021-05-17,15.0149532,14.7262041,15.17857769,14.68770422,16194284.0
2021-05-18,14.7262041,14.89945356,15.06307805,14.61070446,15650456.0
2021-05-19,14.90907853,14.70695416,14.95720338,14.67807925,9657419.0
2021-05-20,14.86095368,14.87057865,14.95720338,14.68770422,11235086.0
2021-05-21,14.84170374,14.51445476,14.87057865,14.48557985,11906633.0
2021-05-24,14.51445476,14.60107949,14.67807925,14.49520482,6938343.0
2021-05-25,14.60107949,14.96682835,15.06307805,14.45670494,18902698.0
2021-05-26,14.99570326,14.9187035,15.23632751,14.86095368,18223973.0
2021-05-27,14.92832847,14.99570326,15.04382811,14.8224538,12511794.0
2021-05-28,14.99570326,15.1112029,15.15932775,14.90907853,14392966.0
2021-05-31,15.2074526,15.39032703,15.399952,15.02457817,18399724.0
2021-06-01,15.3037023,15.1112029,15.37107709,14.97645332,16329545.0
2021-06-02,15.1112029,14.80320386,15.2074526,14.77432895,12012028.0
2021-06-03,14.80320386,14.74545404,14.96682835,14.73582907,8440845.0
2021-06-04,14.74545404,14.9187035,15.08232799,14.66845428,11838785.0
2021-06-07,15.0149532,15.14970278,15.25557745,15.0149532,13273726.0
2021-06-08,15.14007781,15.29407733,15.34220218,15.0149532,14725162.0
2021-06-09,15.40957697,15.14970278,15.4962017,15.13045284,13112809.0
2021-06-10,15.14007781,15.42882691,15.44807685,15.06307805,16569998.0
2021-06-11,15.42882691,14.93795344,15.42882691,14.88020362,16980781.0
2021-06-15,14.88982859,14.93795344,15.08232799,14.78395392,10146438.0
2021-06-16,14.96682835,15.35182715,15.58282643,14.9187035,28610512.0
2021-06-17,15.38070206,15.42882691,15.4962017,15.18820266,13595703.0
2021-06-18,15.399952,15.79457577,15.87157553,15.27482739,22243323.0
2021-06-21,15.96782523,16.60307325,16.61269822,15.94857529,35659755.0
2021-06-22,16.7474478,16.30469918,16.82444756,16.21807445,24490590.0
2021-06-23,16.10257481,16.23732439,16.35282403,16.09294984,16315667.0
2021-06-24,16.21807445,15.87157553,16.50682355,15.84270062,18799698.0
2021-06-25,15.86195056,16.0736999,16.1699496,15.72720098,14169862.0
2021-06-28,16.1699496,15.77532583,16.22769942,15.55395152,18699703.0
2021-06-29,15.71757601,15.60207637,15.93895032,15.54432655,11591763.0
2021-06-30,15.54432655,15.92932535,15.92932535,15.54432655,11714404.0
2021-07-01,15.92932535,14.98607829,16.02557505,14.96682835,20251423.0
2021-07-02,14.98607829,14.41820506,14.99570326,14.37008021,17402794.0
2021-07-05,14.3412053,14.60107949,14.77432895,14.3412053,11689908.0
2021-07-06,14.62032943,14.58182955,14.65882931,14.42783003,7527458.0
2021-07-07,14.54332967,14.7262041,14.90907853,14.45670494,9919831.0
2021-07-08,14.74545404,15.27482739,15.35182715,14.70695416,24262956.0
2021-07-09,15.16895272,15.26520242,15.28445236,14.97645332,12941692.0
2021-07-12,15.25557745,15.47695176,15.64057625,15.07270302,16962866.0
2021-07-13,15.45770182,15.26520242,15.62132631,15.18820266,12155904.0
2021-07-14,15.27482739,14.89945356,15.29407733,14.86095368,10079294.0
2021-07-15,14.88020362,14.92832847,15.07270302,14.64920434,9204262.0
2021-07-16,14.85132871,15.73682595,15.73682595,14.83207877,25432081.0
2021-07-19,15.8812005,15.84270062,16.03520002,15.50582667,23451432.0
2021-07-20,15.58282643,15.79457577,16.00632511,15.57320146,12801208.0
2021-07-21,15.7849508,15.99670014,16.02557505,15.6887011,15604395.0
2021-07-22,15.93895032,15.63095128,15.94857529,15.47695176,18358101.0
2021-07-23,15.58282643,15.85232559,16.14107469,15.37107709,19910599.0
2021-07-26,15.77532583,15.61170134,16.4586987,15.61170134,34800880.0
2021-07-27,15.57320146,15.91007541,16.48757361,15.31332727,44240233.0
