日期,开盘,收盘,最高,最低,成交量
2021-03-01,19.39975233,19.08584048,19.43562797,18.86161773,16277368
2021-03-02,19.17552958,18.00060237,19.22037413,17.93782,22159020
2021-03-03,18.00957128,18.05441583,18.30554531,17.98266455,11921314
2021-03-04,17.93782,17.6687527,18.26070076,17.6687527,11099101
2021-03-05,17.59700142,17.90194436,17.97369564,17.55215687,7191371
2021-03-08,17.96472673,17.59700142,18.2068873,17.58803251,8549985
2021-03-09,17.61493924,17.02299118,17.76741071,16.96020881,12871794
2021-03-10,17.17546265,16.70011042,17.25618284,16.55660786,14901221
2021-03-11,16.7718617,16.8615508,16.87948862,16.65526587,9113785
2021-03-12,16.91536426,17.10371137,17.12164919,16.74495497,9158929
2021-03-15,17.06783573,16.85258189,17.34587194,16.79876843,10204323
2021-03-16,16.89742644,17.68669052,17.74947289,16.8615508,11420685
2021-03-17,17.53421905,19.45356579,19.45356579,17.51628123,36984716
2021-03-18,19.62397508,20.23386096,20.31458115,19.39078342,42619402
2021-03-19,20.0006693,19.69572636,20.08138949,19.61500617,19374119
2021-03-22,19.74953982,19.8212911,20.1800475,19.63294399,14055216
2021-03-23,20.26076769,20.04551385,20.67333755,19.89304238,19270165
2021-03-24,20.09932731,20.06345167,20.57467954,19.91994911,18306684
2021-03-25,19.84819783,19.26521868,20.04551385,19.20243631,18566267
2021-03-26,19.52531707,20.16210968,20.40427025,19.26521868,19107442
2021-03-29,20.06345167,20.29664333,20.40427025,19.731602,14594320
2021-03-30,20.22489205,19.99170039,20.34148788,19.83922892,15921483
2021-03-31,19.9109802,19.81232219,20.11726513,19.66881963,10823454
2021-04-01,19.84819783,19.76747764,19.93788693,19.5522238,10366703
2021-04-02,19.71366418,19.69572636,19.89304238,19.42665906,9012948
2021-04-06,19.70469527,19.13965394,19.83026001,18.98718247,16681881
2021-04-07,19.26521868,19.13068503,19.27418759,18.89749337,13652573
2021-04-08,19.04099593,18.81677318,19.11274721,18.62842607,15342236
2021-04-09,18.88852446,18.95130683,19.24728086,18.67327062,14249443
2021-04-12,18.96924465,18.62842607,19.04996484,18.58358152,8454434
2021-04-13,18.76295972,18.52079915,19.14862285,18.48492351,11678873
2021-04-14,18.54770588,18.52976806,18.63739498,18.33245204,8388023
2021-04-15,18.50286133,18.40420332,18.81677318,18.33245204,11542600
2021-04-16,18.4759546,18.78089754,18.80780427,18.35935877,10193096
2021-04-19,18.84367991,18.75399081,18.90646228,18.48492351,13652959
2021-04-20,18.6553328,18.52079915,18.99615138,18.4759546,10752938
2021-04-21,18.42214114,18.61048825,18.73605299,17.99163346,13443299
2021-04-22,18.7450219,18.60151934,18.77192863,18.42214114,8067368
2021-04-23,18.59255043,18.5656437,18.6553328,18.36832768,7169425
2021-04-26,18.78986645,18.4759546,19.1037783,18.4759546,16805546
2021-04-27,18.52079915,18.97821356,19.04099593,18.36832768,20072184
2021-04-28,19.15759176,19.27418759,19.43562797,18.70914626,22011564
2021-04-29,19.11274721,19.3728456,19.47150361,18.93336901,16447725
2021-04-30,19.3728456,19.48944143,19.58809944,19.24728086,12695410
2021-05-06,19.60603726,19.02305811,19.75850873,18.90646228,13042688
2021-05-07,19.06790266,18.62842607,19.18449849,18.62842607,10217065
2021-05-10,18.66430171,18.4759546,18.7450219,18.41317223,9696421
2021-05-11,18.33245204,18.61945716,18.69120844,18.21585621,7693477
2021-05-12,18.5656437,18.834711,18.89749337,18.22482512,8110929
2021-05-13,18.67327062,18.87058664,19.02305811,18.66430171,7440204
2021-05-14,18.834711,18.70017735,19.06790266,18.63739498,10712077
2021-05-17,18.70914626,19.27418759,19.3728456,18.66430171,13316185
2021-05-18,19.2831565,19.29212541,19.45356579,19.07687157,6692947
2021-05-19,19.31006323,19.63294399,19.88407347,19.29212541,12793192
2021-05-20,20.0006693,21.0769385,21.50744618,19.89304238,43822741
2021-05-21,21.39981926,21.29219234,21.42672599,20.81684011,31976539
2021-05-24,21.1666276,19.42665906,21.19353433,19.31903214,37676245
2021-05-25,19.58809944,19.2831565,19.77644655,19.04996484,24413831
2021-05-26,19.27418759,19.33696996,19.52531707,19.1037783,11800103
2021-05-27,19.32800105,20.49395935,20.628493,19.31006323,23338072
2021-05-28,20.50292826,19.86613565,20.69127537,19.81232219,15479100
2021-05-31,19.80335328,19.93788693,20.28767442,19.67778854,18922946
2021-06-01,19.93788693,19.96479366,20.08138949,19.4625347,13910738
2021-06-02,19.96479366,19.62397508,20.08138949,19.56119271,10472358
2021-06-03,19.6419129,19.08584048,19.731602,19.05893375,15572100
2021-06-04,19.15759176,19.34593887,19.43562797,18.75399081,10234627
2021-06-07,19.48047252,19.05893375,19.62397508,19.0140892,8829355
2021-06-08,19.05893375,18.57461261,19.25624977,18.44904787,16196441
2021-06-09,18.61048825,18.3862655,18.72708408,18.2965764,12354497
2021-06-10,18.40420332,18.21585621,18.48492351,18.17101166,17374737
2021-06-11,18.32348313,18.09926038,18.45801678,17.83019308,30314485
2021-06-15,18.08132256,17.6687527,18.22482512,17.44452995,18902391
2021-06-16,17.68669052,17.29205848,17.74050398,17.18443156,13592181
2021-06-17,17.30102739,17.60597033,17.67772161,17.25618284,11472875
2021-06-18,17.90194436,17.52525014,18.04544692,17.44452995,14589463
2021-06-21,17.70462834,17.76741071,17.91988218,17.62390815,10503303
2021-06-22,17.92885109,18.2068873,18.28760749,17.6687527,14906723
2021-06-23,18.23379403,18.61048825,18.6553328,18.06338474,15126582
2021-06-24,19.41769015,18.72708408,19.59706835,18.49389242,30356263
2021-06-25,18.9244001,18.37729659,18.9244001,17.96472673,22906088
2021-06-28,18.3862655,18.07235365,18.4759546,18.03647801,14310914
2021-06-29,18.0275091,18.09926038,18.26966967,17.85709981,9390137
2021-06-30,18.08132256,17.89297545,18.09029147,17.74050398,10400329
2021-07-01,17.90194436,17.93782,18.13513602,17.85709981,8088887
2021-07-02,17.85709981,17.57009469,17.99163346,17.49834341,11247880
2021-07-05,17.68669052,17.88400654,18.06338474,17.3996854,9759545
2021-07-06,17.8481309,17.64184597,17.85709981,17.47143668,9794552
2021-07-07,17.56112578,17.61493924,17.6687527,17.49834341,6924244
2021-07-08,17.73153507,17.2203072,17.74050398,17.19340047,11326894
2021-07-09,17.26515175,17.70462834,17.7584418,17.24721393,9143442
2021-07-12,17.74947289,17.35484085,17.74947289,17.30102739,17852932
2021-07-13,17.36380976,17.14855592,17.47143668,17.03196009,16296362
2021-07-14,17.17546265,17.19340047,17.3099963,17.040929,15588432
2021-07-15,17.2845982,16.98359992,17.29371936,16.9197518,13946828
2021-07-16,16.9653576,17.08393268,17.24811356,16.9653576,11660592
2021-07-19,17.12953848,16.86502484,17.15690196,16.75557092,12045124
2021-07-20,16.90150948,16.94711528,17.17514428,16.84678252,10818928
2021-07-21,16.95623644,16.97447876,17.12953848,16.86502484,11563326
2021-07-22,17.0565692,17.27547704,17.36668864,16.9197518,16962074
2021-07-23,17.18426544,16.9653576,17.22987124,16.81941904,14800371
2021-07-26,16.8285402,16.40896684,16.83766136,16.3724822,20249467
2021-07-27,16.33599756,16.4636938,16.84678252,16.01675696,15590963
2021-07-28,16.30863408,16.3724822,16.59139004,16.19918016,10711708
2021-07-29,16.418088,16.29951292,16.59139004,16.29039176,10131580
2021-07-30,16.4636938,16.72820744,16.874146,16.3268764,14854338
2021-08-02,16.6917228,16.75557092,16.81029788,16.35423988,14938475
2021-08-03,16.72820744,16.98359992,17.04744804,16.65523816,11497476
2021-08-04,17.02008456,16.84678252,17.02008456,16.74644976,9477645
2021-08-05,16.874146,16.60963236,16.94711528,16.58226888,11437894
2021-08-06,16.56402656,16.60963236,16.75557092,16.39072452,7775125
2021-08-09,16.5092996,16.66435932,16.71908628,16.43633032,6612142
2021-08-10,17.00184224,16.86502484,17.06569036,16.7373286,9219363
2021-08-11,16.75557092,16.6917228,16.94711528,16.66435932,6960840
2021-08-12,16.6917228,16.57314772,16.76469208,16.57314772,7064485
2021-08-13,16.5092996,16.59139004,16.68260164,16.40896684,7945494
2021-08-16,16.6005112,16.60963236,16.67348048,16.49105728,7150182
2021-08-17,16.60963236,16.418088,16.62787468,16.3724822,9200549
2021-08-18,16.4636938,16.29039176,16.48193612,16.18093784,10107281
2021-08-19,16.29951292,16.25390712,16.44545148,16.21742248,6798213
2021-08-20,16.190059,15.8708184,16.22654364,15.80697028,15824100
2021-08-23,15.87993956,15.65191056,15.96203,15.54245664,13086436
2021-08-24,15.81609144,16.04412044,16.08972624,15.78872796,10938902
2021-08-25,15.98027232,16.66435932,16.77381324,15.92554536,16913336
2021-08-26,16.81029788,16.62787468,17.00184224,16.60963236,14074653
2021-08-27,16.62787468,16.75557092,16.91063064,16.52754192,7734790
2021-08-30,16.75557092,16.40896684,16.80117672,16.30863408,15938970
2021-08-31,16.42720916,16.6005112,16.67348048,16.190059,14290464
2021-09-01,16.58226888,16.57314772,16.6917228,16.38160336,8816965
2021-09-02,16.5092996,16.5092996,16.646117,16.4636938,10494955
2021-09-03,16.51842076,16.67348048,16.84678252,16.43633032,10236533
2021-09-06,16.6917228,16.8285402,16.90150948,16.58226888,11887535
2021-09-07,16.84678252,16.80117672,16.98359992,16.77381324,9828891
2021-09-08,16.81029788,17.12041732,17.18426544,16.80117672,12986699
2021-09-09,17.12041732,17.04744804,17.13865964,16.874146,9830617
2021-09-10,17.0565692,17.06569036,17.22075008,16.99272108,8924074
2021-09-13,17.06569036,16.9653576,17.06569036,16.81029788,7281408
2021-09-14,16.91063064,16.6917228,17.02008456,16.62787468,8119925
2021-09-15,16.67348048,16.65523816,16.7373286,16.49105728,5935732
2021-09-16,16.66435932,16.56402656,16.80117672,16.56402656,5665945
2021-09-17,16.57314772,16.43633032,16.62787468,16.190059,10415009
2021-09-22,16.3724822,16.6005112,16.6917228,16.2812706,7473560
2021-09-23,16.6005112,16.6005112,16.76469208,16.49105728,6230988
2021-09-24,16.6917228,16.79205556,16.85590368,16.56402656,8830400
2021-09-27,16.7829344,16.62787468,16.95623644,16.53666308,11219166
2021-09-28,16.4636938,16.62787468,16.6917228,16.44545148,6354157
2021-09-29,16.5092996,16.42720916,16.70996512,16.38160336,8513459
2021-09-30,16.42720916,16.39072452,16.62787468,16.3724822,7800564
2021-10-08,16.27214944,16.70996512,16.85590368,16.27214944,13475331
2021-10-11,16.68260164,16.93799412,17.00184224,16.646117,11994263
2021-10-12,16.93799412,16.84678252,16.94711528,16.6917228,7734132
2021-10-13,16.874146,16.91063064,16.95623644,16.74644976,6163070
2021-10-14,16.92887296,17.0109634,17.20250776,16.80117672,9608025
2021-10-15,17.00184224,16.65523816,17.0109634,16.58226888,10468044
2021-10-18,16.63699584,16.42720916,16.63699584,16.418088,6871522
2021-10-19,16.43633032,16.43633032,16.5092996,16.3268764,5394469
2021-10-20,16.44545148,16.43633032,16.54578424,16.3268764,6374848
2021-10-21,16.418088,16.48193612,16.57314772,16.40896684,5376539
2021-10-22,16.47281496,16.44545148,16.6005112,16.40896684,5020402
