Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2022-03-01,603019,BUY,5900,33.4,197082.82,0.0,0.0,主升浪启动,802917.18
2022-03-01,600522,BUY,10600,18.81,199358.65,0.0,0.0,主升浪启动,603558.52
2022-03-01,600521,BUY,8600,23.24,199827.17,0.0,0.0,主升浪启动,403731.36
2022-03-01,601168,BUY,14300,13.92,199073.99,0.0,0.0,主升浪启动,204657.36
2022-03-01,601898,BUY,33400,5.97,199454.9,0.0,0.0,主升浪启动,5202.47
2022-03-02,600188,BUY,300,13.14,3942.61,0.0,0.0,主升浪启动,1259.86
2022-03-02,600219,BUY,300,4.2,1259.24,0.0,0.0,主升浪启动,0.62
2022-03-03,600522,SELL,10600,16.94,179534.05,-19824.6,-9.94,策略S点(破均线),179534.66
2022-03-03,002532,BUY,20600,8.7,179142.96,0.0,0.0,主升浪启动,391.71
2022-03-03,603019,SELL,5900,32.12,189524.9,-7557.92,-3.83,策略S点(破均线),189916.61
2022-03-03,000683,BUY,21600,8.78,189753.4,0.0,0.0,主升浪启动,163.22
2022-03-07,601898,SELL,33400,6.73,224737.91,25283.02,12.68,止盈,224901.13
2022-03-07,000683,SELL,21600,8.39,181248.51,-8504.88,-4.48,止损,406149.64
2022-03-07,002244,BUY,30700,6.51,199971.27,0.0,0.0,主升浪启动,206178.38
2022-03-08,601168,SELL,14300,12.63,180632.73,-18441.26,-9.26,策略S点(破均线),386811.11
2022-03-08,600521,SELL,8600,21.76,187116.14,-12711.02,-6.36,策略S点(破均线),573927.25
2022-03-08,600219,SELL,300,4.03,1208.77,-50.47,-4.01,止损,575136.02
2022-03-08,600188,SELL,300,12.72,3816.5,-126.11,-3.2,止损,578952.52
2022-03-08,002532,SELL,20600,8.3,170902.38,-8240.58,-4.6,止损,749854.9
2022-03-09,601088,BUY,9900,20.04,198384.29,0.0,0.0,主升浪启动,551470.61
2022-03-09,600547,BUY,9300,21.33,198364.22,0.0,0.0,主升浪启动,353106.39
2022-03-09,600988,BUY,11300,17.61,198960.46,0.0,0.0,主升浪启动,154145.93
2022-03-09,002244,SELL,30700,6.27,192522.48,-7448.79,-3.72,止损,346668.41
2022-03-10,600988,SELL,11300,16.75,189219.57,-9740.89,-4.9,止损,535887.98
2022-03-10,688180,BUY,2600,76.0,197600.0,0.0,0.0,主升浪启动,338287.98
2022-03-10,688223,BUY,16000,12.46,199425.12,0.0,0.0,主升浪启动,138862.85
2022-03-10,600547,SELL,9300,20.26,188455.1,-9909.12,-5.0,止损,327317.96
2022-03-11,600096,BUY,9000,22.1,198922.45,0.0,0.0,主升浪启动,128395.51
2022-03-11,600521,BUY,5300,23.96,126964.33,0.0,0.0,主升浪启动,1431.18
2022-03-11,688223,SELL,16000,12.01,192159.25,-7265.88,-3.64,止损,193590.42
2022-03-14,601088,SELL,9900,19.5,193078.32,-5305.97,-2.67,策略S点(破均线),386668.75
2022-03-14,688180,SELL,2600,85.02,221052.0,23452.0,11.87,止盈,607720.75
2022-03-14,002603,BUY,7200,27.57,198532.67,0.0,0.0,主升浪启动,409188.07
2022-03-15,600096,SELL,9000,20.48,184311.46,-14610.98,-7.35,止损,593499.54
2022-03-16,300438,BUY,3600,54.31,195521.97,0.0,0.0,主升浪启动,397977.56
2022-03-16,600521,SELL,5300,23.09,122386.29,-4578.04,-3.61,策略S点(破均线),520363.85
2022-03-17,300568,BUY,7400,26.89,198964.55,0.0,0.0,主升浪启动,321399.31
2022-03-17,688180,BUY,2200,83.91,184602.0,0.0,0.0,主升浪启动,136797.31
2022-03-17,300122,BUY,1500,88.7,133052.17,0.0,0.0,主升浪启动,3745.13
2022-03-17,002603,SELL,7200,25.87,186292.52,-12240.16,-6.17,止损,190037.65
2022-03-17,002603,BUY,6600,28.37,187228.46,0.0,0.0,主升浪启动,2809.18
2022-03-18,300438,SELL,3600,51.39,185020.79,-10501.18,-5.37,止损,187829.98
2022-03-18,600153,BUY,22100,8.46,187075.89,0.0,0.0,主升浪启动,754.09
