Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2025-03-03,002245,BUY,12700,15.75,199979.55,0.0,0.0,主升浪启动,800020.45
2025-03-03,300450,BUY,8200,24.13,197879.16,0.0,0.0,主升浪启动,602141.29
2025-03-03,600031,BUY,11000,18.18,199977.67,0.0,0.0,主升浪启动,402163.62
2025-03-03,688213,BUY,1800,110.44,198783.05,0.0,0.0,主升浪启动,203380.57
2025-03-03,002074,BUY,8200,24.12,197804.4,0.0,0.0,主升浪启动,5576.17
2025-03-03,300457,BUY,200,21.77,4354.71,0.0,0.0,主升浪启动,1221.47
2025-03-04,002245,SELL,12700,15.01,190625.26,-9354.29,-4.68,止损,191846.73
2025-03-04,002049,BUY,2800,67.76,189724.24,0.0,0.0,主升浪启动,2122.49
2025-03-04,002389,BUY,100,19.86,1985.77,0.0,0.0,主升浪启动,136.72
2025-03-04,300457,SELL,200,21.0,4199.61,-155.1,-3.56,策略S点(破均线),4336.32
2025-03-04,600879,BUY,400,9.44,3774.67,0.0,0.0,主升浪启动,561.65
2025-03-05,688213,SELL,1800,105.81,190454.8,-8328.25,-4.19,止损,191016.45
2025-03-05,000157,BUY,24600,7.76,190777.87,0.0,0.0,主升浪启动,238.58
2025-03-05,300450,SELL,8200,23.34,191416.8,-6462.36,-3.27,策略S点(破均线),191655.38
2025-03-05,600667,BUY,24600,7.77,191065.51,0.0,0.0,主升浪启动,589.88
2025-03-05,002195,BUY,100,5.73,573.0,0.0,0.0,主升浪启动,16.88
2025-03-06,002074,SELL,8200,23.37,191674.1,-6130.3,-3.1,止损,191690.97
2025-03-06,002155,BUY,12200,15.71,191638.53,0.0,0.0,主升浪启动,52.44
2025-03-07,002195,SELL,100,6.93,693.0,120.0,20.94,止盈,745.44
2025-03-07,000932,BUY,100,5.13,513.04,0.0,0.0,主升浪启动,232.4
2025-03-10,600667,SELL,24600,7.44,183064.03,-8001.47,-4.19,止损,183296.43
2025-03-10,603799,BUY,4800,37.88,181842.66,0.0,0.0,主升浪启动,1453.76
2025-03-11,600398,BUY,100,8.37,837.3,0.0,0.0,主升浪启动,616.47
2025-03-11,000932,SELL,100,4.97,497.41,-15.64,-3.05,止损,1113.87
2025-03-13,000157,SELL,24600,7.63,187771.67,-3006.2,-1.58,策略S点(破均线),188885.55
2025-03-13,688166,BUY,4400,42.27,185977.99,0.0,0.0,主升浪启动,2907.55
2025-03-14,002517,BUY,100,17.84,1783.54,0.0,0.0,主升浪启动,1124.01
2025-03-14,002155,SELL,12200,19.03,232179.24,40540.71,21.15,止盈,233303.25
2025-03-14,600519,BUY,100,1569.98,156998.12,0.0,0.0,主升浪启动,76305.13
2025-03-14,601059,BUY,4100,18.38,75365.32,0.0,0.0,主升浪启动,939.81
2025-03-14,600398,SELL,100,8.1,809.97,-27.32,-3.26,止损,1749.79
2025-03-17,002292,BUY,100,11.3,1130.0,0.0,0.0,主升浪启动,619.79
2025-03-17,002049,SELL,2800,68.44,191622.04,1897.8,1.0,策略S点(破均线),192241.83
2025-03-17,300316,BUY,5500,34.94,192177.69,0.0,0.0,主升浪启动,64.13
2025-03-18,603799,SELL,4800,36.66,175976.77,-5865.89,-3.23,止损,176040.91
2025-03-18,002008,BUY,5800,29.84,173095.26,0.0,0.0,主升浪启动,2945.65
2025-03-18,002236,BUY,100,19.11,1911.21,0.0,0.0,主升浪启动,1034.44
2025-03-18,002389,SELL,100,20.93,2093.49,107.72,5.42,策略S点(破均线),3127.93
2025-03-18,601059,SELL,4100,17.72,72670.78,-2694.53,-3.58,止损,75798.71
2025-03-18,600031,SELL,11000,19.26,211891.23,11913.56,5.96,策略S点(破均线),287689.95
2025-03-18,600547,BUY,7400,26.76,198016.97,0.0,0.0,主升浪启动,89672.97
2025-03-18,600879,SELL,400,9.63,3850.25,75.57,2.0,策略S点(破均线),93523.22
2025-03-18,002384,BUY,2500,36.99,92470.94,0.0,0.0,主升浪启动,1052.28
2025-03-19,002517,SELL,100,17.17,1716.93,-66.61,-3.73,止损,2769.21
2025-03-19,002236,SELL,100,18.19,1818.82,-92.38,-4.83,策略S点(破均线),4588.03
2025-03-19,002195,BUY,600,6.85,4110.0,0.0,0.0,主升浪启动,478.03
2025-03-19,688166,SELL,4400,40.83,179652.81,-6325.18,-3.4,止损,180130.84
2025-03-20,600176,BUY,14400,12.44,179164.73,0.0,0.0,主升浪启动,966.11
2025-03-20,002384,SELL,2500,35.62,89054.4,-3416.54,-3.69,止损,90020.51
2025-03-21,002008,SELL,5800,28.94,167834.35,-5260.91,-3.04,止损,257854.87
2025-03-21,600522,BUY,12900,15.44,199176.98,0.0,0.0,主升浪启动,58677.89
2025-03-21,002195,SELL,600,6.5,3900.0,-210.0,-5.11,止损,62577.89
2025-03-21,600519,SELL,100,1517.66,151765.53,-5232.6,-3.33,策略S点(破均线),214343.41
2025-03-21,002292,SELL,100,10.35,1035.0,-95.0,-8.41,止损,215378.41
2025-03-21,000039,BUY,21300,9.36,199348.96,0.0,0.0,主升浪启动,16029.45
2025-03-21,300316,SELL,5500,33.86,186214.49,-5963.2,-3.1,止损,202243.95
2025-03-24,000878,BUY,14300,13.97,199801.92,0.0,0.0,主升浪启动,2442.03
2025-03-24,601168,BUY,100,17.1,1710.37,0.0,0.0,主升浪启动,731.66
2025-03-24,600547,SELL,7400,25.95,192005.35,-6011.62,-3.04,止损,192737.01
2025-03-24,000630,BUY,55500,3.47,192716.49,0.0,0.0,主升浪启动,20.52
2025-03-25,600522,SELL,12900,14.67,189199.18,-9977.79,-5.01,策略S点(破均线),189219.71
2025-03-25,300573,BUY,3200,58.79,188141.44,0.0,0.0,主升浪启动,1078.27
2025-03-27,600499,BUY,100,8.49,848.76,0.0,0.0,主升浪启动,229.51
2025-03-27,300573,SELL,3200,56.39,180437.13,-7704.31,-4.09,止损,180666.64
2025-03-27,603259,BUY,2700,66.34,179117.22,0.0,0.0,主升浪启动,1549.42
2025-03-27,000878,SELL,14300,13.33,190554.42,-9247.49,-4.63,止损,192103.84
2025-03-27,600415,BUY,13100,14.56,190734.23,0.0,0.0,主升浪启动,1369.61
2025-03-27,601168,SELL,100,16.53,1653.13,-57.23,-3.35,策略S点(破均线),3022.75
2025-03-27,000630,SELL,55500,3.38,187392.83,-5323.66,-2.76,策略S点(破均线),190415.58
2025-03-27,688521,BUY,1600,107.66,172256.0,0.0,0.0,主升浪启动,18159.58
2025-03-27,000039,SELL,21300,9.01,191842.1,-7506.86,-3.77,止损,210001.67
2025-03-28,600208,BUY,59500,3.36,199920.0,0.0,0.0,主升浪启动,10081.67
2025-03-28,000975,BUY,500,18.36,9179.14,0.0,0.0,主升浪启动,902.54
2025-03-31,603259,SELL,2700,65.68,177326.05,-1791.17,-1.0,策略S点(破均线),178228.59
2025-03-31,600208,SELL,59500,3.1,184450.0,-15470.0,-7.74,策略S点(破均线),362678.59
2025-03-31,688521,SELL,1600,104.4,167040.0,-5216.0,-3.03,止损,529718.59
2025-04-01,688617,BUY,600,279.86,167914.76,0.0,0.0,主升浪启动,361803.82
2025-04-01,300573,BUY,3500,56.38,197328.69,0.0,0.0,主升浪启动,164475.14
2025-04-01,688235,BUY,600,249.51,149706.0,0.0,0.0,主升浪启动,14769.14
2025-04-01,603899,BUY,400,30.73,12292.01,0.0,0.0,主升浪启动,2477.13
2025-04-02,300573,SELL,3500,55.16,193054.33,-4274.36,-2.17,策略S点(破均线),195531.46
2025-04-02,002422,BUY,5300,36.4,192909.85,0.0,0.0,主升浪启动,2621.61
2025-04-02,000975,SELL,500,18.11,9056.42,-122.72,-1.34,策略S点(破均线),11678.04
2025-04-03,600176,SELL,14400,12.39,178466.5,-698.23,-0.39,策略S点(破均线),190144.54
2025-04-07,603899,SELL,400,28.5,11399.38,-892.63,-7.26,止损,201543.92
2025-04-07,600161,BUY,9200,21.73,199955.27,0.0,0.0,主升浪启动,1588.65
2025-04-07,002422,SELL,5300,34.41,182378.01,-10531.83,-5.46,止损,183966.66
2025-04-07,600415,SELL,13100,13.0,170270.84,-20463.39,-10.73,止损,354237.5
2025-04-07,600499,SELL,100,8.06,805.59,-43.17,-5.09,止损,355043.08
2025-04-07,688235,SELL,600,222.0,133200.0,-16506.0,-11.03,止损,488243.08
2025-04-08,600258,BUY,13600,14.66,199375.1,0.0,0.0,主升浪启动,288867.98
2025-04-08,600312,BUY,11000,18.17,199816.25,0.0,0.0,主升浪启动,89051.73
2025-04-08,600025,BUY,9700,9.16,88886.54,0.0,0.0,主升浪启动,165.19
2025-04-11,600312,SELL,11000,17.49,192343.45,-7472.8,-3.74,策略S点(破均线),192508.63
2025-04-11,300661,BUY,2100,87.87,184522.04,0.0,0.0,主升浪启动,7986.59
2025-04-11,600988,BUY,300,25.54,7661.43,0.0,0.0,主升浪启动,325.15
2025-04-15,600161,SELL,9200,21.6,198683.98,-1271.29,-0.64,策略S点(破均线),199009.14
2025-04-15,300972,BUY,1700,112.62,191446.09,0.0,0.0,主升浪启动,7563.05
2025-04-15,601077,BUY,1200,6.16,7395.53,0.0,0.0,主升浪启动,167.51
2025-04-18,600025,SELL,9700,9.09,88221.08,-665.46,-0.75,策略S点(破均线),88388.59
2025-04-18,000963,BUY,2300,37.76,86857.63,0.0,0.0,主升浪启动,1530.96
2025-04-18,600258,SELL,13600,14.77,200832.33,1457.23,0.73,策略S点(破均线),202363.29
2025-04-21,000975,BUY,9000,22.14,199241.29,0.0,0.0,主升浪启动,3122.0
2025-04-21,600489,BUY,200,15.03,3005.01,0.0,0.0,主升浪启动,116.99
2025-04-22,600988,SELL,300,31.8,9539.53,1878.09,24.51,止盈,9656.52
2025-04-22,001391,BUY,1300,7.39,9601.75,0.0,0.0,主升浪启动,54.78
2025-04-23,001391,SELL,1300,7.22,9382.65,-219.1,-2.28,策略S点(破均线),9437.42
2025-04-23,300661,SELL,2100,86.09,180799.05,-3723.0,-2.02,策略S点(破均线),190236.47
2025-04-23,600489,SELL,200,14.17,2833.63,-171.38,-5.7,止损,193070.1
2025-04-23,000975,SELL,9000,20.62,185546.21,-13695.08,-6.87,止损,378616.31
2025-04-23,688617,SELL,600,295.64,177386.41,9471.65,5.64,策略S点(破均线),556002.73
2025-04-24,002891,BUY,3700,53.13,196569.71,0.0,0.0,主升浪启动,359433.02
2025-04-25,002624,BUY,16500,12.08,199394.9,0.0,0.0,主升浪启动,160038.12
2025-04-25,688166,BUY,3600,43.89,158021.8,0.0,0.0,主升浪启动,2016.32
2025-04-25,000963,SELL,2300,36.82,84696.32,-2161.31,-2.49,策略S点(破均线),86712.65
