Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2021-03-29,601898,BUY,38000,5.25,199509.25,0.0,0.0,主升浪启动,800490.75
2021-03-29,600023,BUY,60700,3.29,199734.44,0.0,0.0,主升浪启动,600756.3
2021-03-29,688169,BUY,600,291.85,175110.12,0.0,0.0,主升浪启动,425646.18
2021-03-29,600754,BUY,3600,54.3,195482.18,0.0,0.0,主升浪启动,230164.0
2021-03-29,002756,BUY,6700,29.68,198851.79,0.0,0.0,主升浪启动,31312.22
2021-03-29,600188,BUY,6200,5.03,31200.43,0.0,0.0,主升浪启动,111.78
2021-03-30,601898,SELL,38000,5.1,193853.87,-5655.38,-2.83,止损,193965.65
2021-03-30,002444,BUY,5600,34.12,191045.48,0.0,0.0,主升浪启动,2920.18
2021-03-30,601866,BUY,1200,2.43,2914.2,0.0,0.0,主升浪启动,5.98
2021-03-30,600188,SELL,6200,4.85,30099.24,-1101.19,-3.53,止损,30105.22
2021-03-31,600027,BUY,10300,2.9,29876.11,0.0,0.0,主升浪启动,229.11
2021-03-31,600754,SELL,3600,52.86,190292.69,-5189.49,-2.65,止损,190521.8
2021-03-31,601866,SELL,1200,2.38,2853.06,-61.14,-2.1,止损,193374.87
2021-03-31,600008,BUY,72500,2.66,193177.72,0.0,0.0,主升浪启动,197.15
2021-03-31,601000,BUY,100,1.93,193.45,0.0,0.0,主升浪启动,3.7
2021-04-01,002444,SELL,5600,33.35,186773.92,-4271.56,-2.24,止损,186777.62
2021-04-01,600166,BUY,42100,4.43,186503.0,0.0,0.0,主升浪启动,274.62
2021-04-01,600008,SELL,72500,2.61,189042.42,-4135.3,-2.14,止损,189317.03
2021-04-01,300442,BUY,6100,30.62,186804.09,0.0,0.0,主升浪启动,2512.94
2021-04-01,600803,BUY,100,15.83,1582.72,0.0,0.0,主升浪启动,930.22
2021-04-02,601000,SELL,100,1.89,188.53,-4.92,-2.55,止损,1118.74
2021-04-02,688169,SELL,600,285.23,171138.44,-3971.68,-2.27,止损,172257.18
2021-04-02,600809,BUY,700,243.04,170124.97,0.0,0.0,主升浪启动,2132.21
2021-04-06,600027,SELL,10300,2.81,28907.15,-968.95,-3.24,止损,31039.36
2021-04-06,002236,BUY,1300,22.61,29394.54,0.0,0.0,主升浪启动,1644.83
2021-04-06,002245,BUY,100,11.96,1196.14,0.0,0.0,主升浪启动,448.68
2021-04-08,600809,SELL,700,222.39,155671.12,-14453.86,-8.5,止损,156119.8
2021-04-08,600809,BUY,600,240.86,144518.76,0.0,0.0,主升浪启动,11601.04
2021-04-08,000933,BUY,1200,9.07,10882.94,0.0,0.0,主升浪启动,718.1
2021-04-08,600803,SELL,100,15.39,1538.66,-44.06,-2.78,止损,2256.77
2021-04-08,600023,SELL,60700,3.24,196621.7,-3112.74,-1.56,策略S点(破均线),198878.46
2021-04-08,600600,BUY,2500,77.69,194220.53,0.0,0.0,主升浪启动,4657.94
2021-04-08,601127,BUY,100,26.69,2669.19,0.0,0.0,主升浪启动,1988.75
2021-04-09,600515,BUY,200,6.8,1359.51,0.0,0.0,主升浪启动,629.24
2021-04-09,600809,SELL,600,234.93,140955.28,-3563.48,-2.47,止损,141584.52
2021-04-09,000069,BUY,14300,9.85,140826.12,0.0,0.0,主升浪启动,758.4
2021-04-09,002756,SELL,6700,30.31,203083.61,4231.82,2.13,策略S点(破均线),203842.0
