Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2022-03-01,600522,BUY,10600,18.81,199358.65,0.0,0.0,主升浪启动,800641.35
2022-03-01,601168,BUY,14300,13.92,199073.99,0.0,0.0,主升浪启动,601567.35
2022-03-01,603019,BUY,5900,33.4,197082.82,0.0,0.0,主升浪启动,404484.53
2022-03-01,601898,BUY,33400,5.97,199454.9,0.0,0.0,主升浪启动,205029.63
2022-03-01,600521,BUY,8600,23.24,199827.17,0.0,0.0,主升浪启动,5202.47
2022-03-02,600188,BUY,300,13.14,3942.61,0.0,0.0,主升浪启动,1259.86
2022-03-02,601168,SELL,14300,14.37,205488.35,6414.35,3.22,超时强平(1天),206748.2
2022-03-02,601168,BUY,13900,14.37,199740.42,0.0,0.0,主升浪启动,7007.78
2022-03-02,600026,BUY,1100,6.03,6635.04,0.0,0.0,主升浪启动,372.75
2022-03-02,600522,SELL,10600,18.12,192076.14,-7282.51,-3.65,超时强平(1天),192448.89
2022-03-02,601898,SELL,33400,6.11,203949.66,4494.76,2.25,超时强平(1天),396398.54
2022-03-02,603019,SELL,5900,33.64,198467.48,1384.66,0.7,超时强平(1天),594866.03
2022-03-02,600521,SELL,8600,23.26,200074.78,247.62,0.12,超时强平(1天),794940.81
2022-03-02,601880,BUY,113400,1.76,199865.73,0.0,0.0,主升浪启动,595075.08
2022-03-02,002532,BUY,23700,8.44,199918.32,0.0,0.0,主升浪启动,395156.76
2022-03-02,600219,BUY,47600,4.2,199799.25,0.0,0.0,主升浪启动,195357.51
2022-03-03,600188,SELL,300,12.94,3882.87,-59.74,-1.52,超时强平(1天),199240.39
2022-03-03,600026,SELL,1100,6.47,7115.54,480.5,7.24,超时强平(1天),206355.93
2022-03-03,600026,BUY,30900,6.47,199881.99,0.0,0.0,主升浪启动,6473.94
2022-03-03,600256,BUY,1100,5.69,6254.05,0.0,0.0,主升浪启动,219.89
2022-03-03,601168,SELL,13900,13.8,191835.42,-7905.0,-3.96,超时强平(1天),192055.31
2022-03-03,601600,BUY,28700,6.68,191859.08,0.0,0.0,主升浪启动,196.23
2022-03-03,601880,SELL,113400,1.94,220172.94,20307.21,10.16,超时强平(1天),220369.17
2022-03-03,601880,BUY,103000,1.94,199980.71,0.0,0.0,主升浪启动,20388.46
2022-03-03,000830,BUY,1400,14.16,19828.34,0.0,0.0,主升浪启动,560.12
2022-03-03,601872,BUY,100,4.18,418.27,0.0,0.0,主升浪启动,141.85
2022-03-03,002532,SELL,23700,8.7,206101.36,6183.04,3.09,超时强平(1天),206243.21
2022-03-03,002532,BUY,22900,8.7,199144.35,0.0,0.0,主升浪启动,7098.86
2022-03-03,000792,BUY,200,34.49,6898.0,0.0,0.0,主升浪启动,200.86
2022-03-03,600219,SELL,47600,4.26,203002.45,3203.19,1.6,超时强平(1天),203203.3
2022-03-03,000617,BUY,37900,5.27,199812.19,0.0,0.0,主升浪启动,3391.12
2022-03-03,000683,BUY,300,8.78,2635.46,0.0,0.0,主升浪启动,755.65
2022-03-03,601000,BUY,300,2.46,737.22,0.0,0.0,主升浪启动,18.43
2022-03-04,600256,SELL,1100,5.45,5992.5,-261.55,-4.18,超时强平(1天),6010.93
2022-03-04,601600,SELL,28700,6.65,190785.74,-1073.34,-0.56,超时强平(1天),196796.67
2022-03-04,600026,SELL,30900,6.31,194999.81,-4882.17,-2.44,超时强平(1天),391796.49
2022-03-04,002603,BUY,8100,24.56,198910.98,0.0,0.0,主升浪启动,192885.51
2022-03-04,600521,BUY,7800,24.45,190671.08,0.0,0.0,主升浪启动,2214.43
2022-03-04,000830,SELL,1400,13.85,19392.43,-435.91,-2.2,超时强平(1天),21606.86
2022-03-04,002532,SELL,22900,8.58,196555.48,-2588.88,-1.3,超时强平(1天),218162.34
2022-03-04,601872,SELL,100,4.02,402.42,-15.85,-3.79,超时强平(1天),218564.75
2022-03-04,601880,SELL,103000,1.83,188331.35,-11649.36,-5.83,超时强平(1天),406896.1
2022-03-04,000683,SELL,300,8.43,2527.84,-107.62,-4.08,超时强平(1天),409423.94
2022-03-04,000792,SELL,200,32.86,6572.0,-326.0,-4.73,超时强平(1天),415995.94
2022-03-04,601000,SELL,300,2.38,713.21,-24.01,-3.26,超时强平(1天),416709.15
2022-03-04,000617,SELL,37900,5.02,190115.93,-9696.26,-4.85,超时强平(1天),606825.08
2022-03-07,000983,BUY,22600,8.83,199452.06,0.0,0.0,主升浪启动,407373.02
2022-03-07,002603,SELL,8100,25.03,202769.65,3858.68,1.94,超时强平(1天),610142.67
2022-03-07,600988,BUY,11900,16.78,199738.26,0.0,0.0,主升浪启动,410404.41
2022-03-07,600521,SELL,7800,22.85,178244.15,-12426.93,-6.52,超时强平(1天),588648.56
2022-03-07,000975,BUY,22800,8.74,199226.51,0.0,0.0,主升浪启动,389422.04
2022-03-07,600547,BUY,9600,20.65,198287.98,0.0,0.0,主升浪启动,191134.07
2022-03-07,002244,BUY,29300,6.51,190852.06,0.0,0.0,主升浪启动,282.01
2022-03-08,000983,SELL,22600,8.11,183190.58,-16261.48,-8.15,超时强平(1天),183472.59
2022-03-08,600988,SELL,11900,17.07,203157.63,3419.37,1.71,超时强平(1天),386630.22
2022-03-08,000975,SELL,22800,8.75,199436.23,209.71,0.11,超时强平(1天),586066.44
2022-03-08,600547,SELL,9600,20.65,198194.14,-93.84,-0.05,超时强平(1天),784260.58
2022-03-08,002244,SELL,29300,6.27,183742.95,-7109.1,-3.72,超时强平(1天),968003.53
2022-03-09,600988,BUY,11300,17.61,198960.46,0.0,0.0,主升浪启动,769043.08
2022-03-09,600547,BUY,9300,21.33,198364.22,0.0,0.0,主升浪启动,570678.85
2022-03-09,601088,BUY,9900,20.04,198384.29,0.0,0.0,主升浪启动,372294.56
2022-03-10,688180,BUY,2600,76.0,197600.0,0.0,0.0,主升浪启动,174694.56
2022-03-10,688223,BUY,14000,12.46,174496.98,0.0,0.0,主升浪启动,197.58
2022-03-10,600988,SELL,11300,16.75,189219.57,-9740.89,-4.9,止损,189417.15
