回测开始日期,回测结束日期,止盈(%),止损(%),最大持仓(天),斜率阈值(°),绝对盈亏(元),总收益率(%),总交易笔数,胜率(%)
2026-1-1,2026-4-12,20.0,2.0,13,15.0,89830.15,8.98,177,22.03
2026-1-1,2026-4-12,21.0,2.0,13,15.0,89792.15,8.98,175,21.14
2026-1-1,2026-4-12,19.0,14.0,7,25.0,89282.79,8.93,164,35.37
2026-1-1,2026-4-12,19.0,13.0,7,25.0,88820.79,8.88,166,34.94
2026-1-1,2026-4-12,15.0,12.0,8,15.0,88716.14,8.87,181,34.25
2026-1-1,2026-4-12,15.0,7.0,8,30.0,87984.55,8.8,151,35.76
2026-1-1,2026-4-12,13.0,10.0,6,15.0,87232.63,8.72,195,38.46
2026-1-1,2026-4-12,23.0,11.0,5,20.0,86630.69,8.66,183,40.98
2026-1-1,2026-4-12,23.0,2.0,12,15.0,86493.15,8.65,174,24.14
2026-1-1,2026-4-12,24.0,14.0,5,20.0,84651.37,8.47,181,39.78
2026-1-1,2026-4-12,22.0,11.0,8,30.0,84364.04,8.44,141,31.91
2026-1-1,2026-4-12,22.0,10.0,8,30.0,84370.04,8.44,141,31.91
2026-1-1,2026-4-12,25.0,14.0,5,20.0,84339.37,8.43,178,40.45
2026-1-1,2026-4-12,16.0,14.0,8,15.0,84115.68,8.41,186,32.8
2026-1-1,2026-4-12,13.0,10.0,6,30.0,80055.01,8.01,185,38.92
2026-1-1,2026-4-12,19.0,11.0,7,25.0,79834.79,7.98,169,33.73
2026-1-1,2026-4-12,14.0,15.0,6,20.0,79163.5,7.92,180,40.0
2026-1-1,2026-4-12,20.0,14.0,8,30.0,78908.06,7.89,137,33.58
2026-1-1,2026-4-12,25.0,13.0,5,25.0,78700.88,7.87,167,38.32
2026-1-1,2026-4-12,14.0,8.0,6,25.0,76122.31,7.61,182,37.91
2026-1-1,2026-4-12,24.0,15.0,5,20.0,75968.37,7.6,172,38.95
2026-1-1,2026-4-12,19.0,4.0,9,30.0,75944.4,7.59,142,24.65
2026-1-1,2026-4-12,16.0,13.0,8,15.0,75769.68,7.58,189,32.28
2026-1-1,2026-4-12,20.0,12.0,8,30.0,75553.06,7.56,139,32.37
2026-1-1,2026-4-12,25.0,15.0,5,20.0,75389.37,7.54,173,38.73
2026-1-1,2026-4-12,21.0,2.0,12,15.0,75073.15,7.51,178,21.35
2026-1-1,2026-4-12,24.0,12.0,5,20.0,74508.37,7.45,181,39.78
2026-1-1,2026-4-12,25.0,12.0,5,20.0,74313.37,7.43,184,39.67
2026-1-1,2026-4-12,24.0,9.0,5,30.0,74055.89,7.41,178,37.64
2026-1-1,2026-4-12,23.0,12.0,5,30.0,74091.71,7.41,171,37.43
2026-1-1,2026-4-12,24.0,2.0,8,25.0,74010.0,7.4,184,25.0
2026-1-1,2026-4-12,14.0,11.0,6,30.0,72812.75,7.28,178,39.89
2026-1-1,2026-4-12,24.0,13.0,5,25.0,72585.88,7.26,168,38.1
2026-1-1,2026-4-12,20.0,2.0,11,20.0,72501.68,7.25,172,23.84
2026-1-1,2026-4-12,16.0,10.0,6,15.0,72254.44,7.23,185,35.14
2026-1-1,2026-4-12,14.0,9.0,6,30.0,72238.88,7.22,182,39.56
2026-1-1,2026-4-12,24.0,14.0,5,25.0,71185.88,7.12,168,38.1
2026-1-1,2026-4-12,15.0,8.0,6,15.0,71125.44,7.11,199,36.68
2026-1-1,2026-4-12,14.0,14.0,6,30.0,70883.75,7.09,176,38.07
2026-1-1,2026-4-12,15.0,14.0,8,15.0,70540.14,7.05,189,33.33
2026-1-1,2026-4-12,14.0,12.0,11,15.0,70450.18,7.05,170,29.41
2026-1-1,2026-4-12,20.0,14.0,5,30.0,70189.7,7.02,176,33.52
2026-1-1,2026-4-12,20.0,13.0,5,30.0,69916.7,6.99,175,33.71
2026-1-1,2026-4-12,15.0,9.0,6,15.0,69801.44,6.98,196,36.22
2026-1-1,2026-4-12,14.0,13.0,6,30.0,69604.75,6.96,172,38.95
2026-1-1,2026-4-12,25.0,9.0,5,30.0,68318.89,6.83,177,37.85
2026-1-1,2026-4-12,25.0,2.0,8,25.0,68147.0,6.81,183,24.04
2026-1-1,2026-4-12,21.0,2.0,8,25.0,67948.06,6.79,183,22.95
2026-1-1,2026-4-12,23.0,11.0,5,30.0,67274.71,6.73,175,34.86
2026-1-1,2026-4-12,14.0,13.0,5,30.0,67259.81,6.73,200,36.5
2026-1-1,2026-4-12,14.0,14.0,5,30.0,67088.81,6.71,200,36.5
2026-1-1,2026-4-12,21.0,2.0,9,20.0,66598.01,6.66,161,25.47
2026-1-1,2026-4-12,12.0,2.0,15,15.0,66377.65,6.64,221,23.08
2026-1-1,2026-4-12,23.0,15.0,5,25.0,66377.91,6.64,164,39.02
2026-1-1,2026-4-12,16.0,12.0,8,25.0,66343.55,6.63,180,35.56
2026-1-1,2026-4-12,20.0,2.0,14,15.0,66205.15,6.62,187,20.32
2026-1-1,2026-4-12,20.0,2.0,15,15.0,66205.15,6.62,187,20.32
2026-1-1,2026-4-12,16.0,13.0,8,20.0,66130.68,6.61,183,31.69
2026-1-1,2026-4-12,15.0,11.0,8,15.0,65916.14,6.59,185,35.14
2026-1-1,2026-4-12,14.0,15.0,6,30.0,65745.7,6.57,173,38.73
2026-1-1,2026-4-12,22.0,8.0,8,30.0,65627.04,6.56,133,30.08
2026-1-1,2026-4-12,15.0,12.0,14,15.0,65218.18,6.52,167,28.14
2026-1-1,2026-4-12,22.0,7.0,8,30.0,65063.04,6.51,140,30.0
2026-1-1,2026-4-12,25.0,14.0,5,30.0,64912.88,6.49,168,39.29
2026-1-1,2026-4-12,14.0,8.0,6,20.0,64865.44,6.49,189,35.98
2026-1-1,2026-4-12,14.0,12.0,7,25.0,64892.3,6.49,186,36.56
2026-1-1,2026-4-12,20.0,13.0,8,30.0,64355.06,6.44,137,32.85
2026-1-1,2026-4-12,14.0,13.0,7,25.0,64137.3,6.41,187,36.9
2026-1-1,2026-4-12,15.0,14.0,14,20.0,64066.18,6.41,181,27.62
2026-1-1,2026-4-12,14.0,15.0,6,25.0,63600.75,6.36,185,35.68
2026-1-1,2026-4-12,14.0,12.0,14,15.0,63104.18,6.31,160,27.5
2026-1-1,2026-4-12,19.0,2.0,7,15.0,63024.98,6.3,193,26.94
2026-1-1,2026-4-12,20.0,2.0,7,15.0,62969.98,6.3,193,26.94
2026-1-1,2026-4-12,24.0,13.0,5,30.0,62698.88,6.27,170,38.82
2026-1-1,2026-4-12,15.0,13.0,14,20.0,62609.18,6.26,177,28.25
2026-1-1,2026-4-12,25.0,2.0,8,15.0,62386.81,6.24,200,22.5
2026-1-1,2026-4-12,22.0,9.0,8,30.0,62308.04,6.23,140,30.0
2026-1-1,2026-4-12,25.0,14.0,5,25.0,61972.88,6.2,163,39.26
2026-1-1,2026-4-12,25.0,13.0,5,30.0,61672.88,6.17,168,39.29
2026-1-1,2026-4-12,14.0,12.0,7,30.0,61511.35,6.15,176,39.2
2026-1-1,2026-4-12,15.0,13.0,8,15.0,61440.14,6.14,191,32.98
2026-1-1,2026-4-12,20.0,11.0,8,30.0,60484.06,6.05,148,33.78
2026-1-1,2026-4-12,12.0,2.0,13,15.0,59802.65,5.98,212,23.58
2026-1-1,2026-4-12,14.0,14.0,9,25.0,59625.04,5.96,171,32.75
2026-1-1,2026-4-12,15.0,13.0,7,15.0,59619.59,5.96,182,37.91
2026-1-1,2026-4-12,16.0,14.0,8,20.0,59589.68,5.96,179,31.28
2026-1-1,2026-4-12,13.0,8.0,6,15.0,59440.63,5.94,197,38.07
2026-1-1,2026-4-12,14.0,11.0,7,30.0,58775.35,5.88,184,38.59
2026-1-1,2026-4-12,15.0,10.0,8,30.0,58797.55,5.88,161,36.65
2026-1-1,2026-4-12,21.0,4.0,9,30.0,57775.4,5.78,145,27.59
2026-1-1,2026-4-12,14.0,11.0,11,15.0,57232.18,5.72,163,27.61
2026-1-1,2026-4-12,12.0,2.0,11,20.0,57029.89,5.7,203,26.11
2026-1-1,2026-4-12,24.0,2.0,7,15.0,56876.98,5.69,182,29.12
2026-1-1,2026-4-12,25.0,2.0,7,15.0,56876.98,5.69,182,29.12
2026-1-1,2026-4-12,13.0,10.0,6,25.0,56764.01,5.68,176,38.07
2026-1-1,2026-4-12,20.0,2.0,9,25.0,56663.96,5.67,163,23.93
2026-1-1,2026-4-12,13.0,9.0,6,30.0,56650.98,5.67,183,39.89
2026-1-1,2026-4-12,20.0,2.0,11,25.0,56586.68,5.66,169,22.49
2026-1-1,2026-4-12,14.0,15.0,5,30.0,55886.69,5.59,189,38.62
2026-1-1,2026-4-12,20.0,2.0,9,20.0,55183.96,5.52,173,24.86
2026-1-1,2026-4-12,9.0,10.0,6,15.0,55123.92,5.51,196,39.29
2026-1-1,2026-4-12,12.0,2.0,6,15.0,54845.04,5.48,227,28.63
2026-1-1,2026-4-12,18.0,14.0,8,30.0,54656.55,5.47,154,33.12
2026-1-1,2026-4-12,22.0,4.0,9,30.0,54703.4,5.47,146,27.4
2026-1-1,2026-4-12,15.0,13.0,8,20.0,54453.14,5.45,187,32.62
2026-1-1,2026-4-12,14.0,13.0,11,20.0,54128.18,5.41,160,28.75
2026-1-1,2026-4-12,14.0,13.0,15,15.0,53475.18,5.35,154,27.27
2026-1-1,2026-4-12,18.0,12.0,8,30.0,53231.55,5.32,159,35.22
2026-1-1,2026-4-12,16.0,9.0,6,15.0,52476.44,5.25,197,34.01
2026-1-1,2026-4-12,9.0,15.0,5,25.0,52074.09,5.21,200,43.0
2026-1-1,2026-4-12,21.0,2.0,7,20.0,52070.23,5.21,179,29.05
2026-1-1,2026-4-12,14.0,14.0,15,15.0,52137.18,5.21,151,27.15
2026-1-1,2026-4-12,24.0,14.0,5,30.0,52039.88,5.2,173,37.57
2026-1-1,2026-4-12,20.0,2.0,10,30.0,51655.4,5.17,162,20.99
2026-1-1,2026-4-12,23.0,11.0,5,25.0,51512.98,5.15,181,37.57
2026-1-1,2026-4-12,15.0,9.0,8,15.0,51282.68,5.13,178,35.96
2026-1-1,2026-4-12,18.0,2.0,8,25.0,50563.42,5.06,186,24.19
2026-1-1,2026-4-12,13.0,9.0,6,20.0,50498.63,5.05,197,35.03
2026-1-1,2026-4-12,25.0,14.0,8,30.0,50528.04,5.05,140,34.29
2026-1-1,2026-4-12,24.0,14.0,8,30.0,50527.04,5.05,140,34.29
2026-1-1,2026-4-12,14.0,12.0,6,25.0,50408.19,5.04,185,37.3
2026-1-1,2026-4-12,23.0,2.0,13,15.0,50143.15,5.01,178,21.91
2026-1-1,2026-4-12,15.0,10.0,6,15.0,49941.44,4.99,196,36.73
2026-1-1,2026-4-12,23.0,9.0,10,30.0,49340.05,4.93,131,28.24
2026-1-1,2026-4-12,12.0,2.0,14,15.0,49151.65,4.92,211,22.75
2026-1-1,2026-4-12,14.0,13.0,9,25.0,48981.04,4.9,172,31.98
2026-1-1,2026-4-12,15.0,15.0,8,15.0,48654.68,4.87,191,34.55
2026-1-1,2026-4-12,24.0,2.0,11,30.0,48249.65,4.82,141,24.82
2026-1-1,2026-4-12,24.0,2.0,8,15.0,48246.81,4.82,197,21.83
2026-1-1,2026-4-12,25.0,2.0,11,30.0,48249.65,4.82,141,24.82
2026-1-1,2026-4-12,13.0,9.0,6,25.0,48091.98,4.81,177,40.68
2026-1-1,2026-4-12,18.0,15.0,8,30.0,48049.55,4.8,147,34.01
2026-1-1,2026-4-12,15.0,9.0,8,30.0,47823.55,4.78,160,36.88
2026-1-1,2026-4-12,23.0,15.0,8,30.0,46776.04,4.68,139,33.09
2026-1-1,2026-4-12,23.0,2.0,14,15.0,46388.15,4.64,172,22.09
2026-1-1,2026-4-12,18.0,7.0,8,30.0,46109.86,4.61,150,35.33
2026-1-1,2026-4-12,15.0,11.0,14,15.0,46135.18,4.61,165,28.48
2026-1-1,2026-4-12,9.0,8.0,6,15.0,46039.89,4.6,203,38.42
2026-1-1,2026-4-12,21.0,15.0,5,30.0,45715.71,4.57,164,35.98
2026-1-1,2026-4-12,21.0,2.0,9,25.0,45457.01,4.55,164,22.56
2026-1-1,2026-4-12,23.0,9.0,5,25.0,45332.41,4.53,177,41.24
2026-1-1,2026-4-12,22.0,2.0,11,25.0,45085.68,4.51,167,21.56
2026-1-1,2026-4-12,16.0,12.0,8,15.0,44850.68,4.49,185,30.81
2026-1-1,2026-4-12,25.0,15.0,8,30.0,44766.04,4.48,135,32.59
2026-1-1,2026-4-12,24.0,15.0,8,30.0,44766.04,4.48,135,32.59
2026-1-1,2026-4-12,15.0,13.0,8,25.0,44693.55,4.47,182,31.87
2026-1-1,2026-4-12,18.0,13.0,8,30.0,44457.55,4.45,153,33.33
2026-1-1,2026-4-12,23.0,14.0,8,30.0,44455.04,4.45,137,34.31
2026-1-1,2026-4-12,25.0,2.0,10,30.0,44278.62,4.43,161,22.98
2026-1-1,2026-4-12,24.0,2.0,10,30.0,44278.62,4.43,161,22.98
2026-1-1,2026-4-12,22.0,2.0,12,15.0,44224.15,4.42,177,21.47
2026-1-1,2026-4-12,23.0,2.0,15,15.0,44074.15,4.41,179,20.67
2026-1-1,2026-4-12,13.0,14.0,5,30.0,43212.69,4.32,202,35.64
2026-1-1,2026-4-12,20.0,12.0,8,15.0,42883.81,4.29,158,34.81
2026-1-1,2026-4-12,24.0,2.0,12,25.0,42584.4,4.26,159,22.01
2026-1-1,2026-4-12,14.0,13.0,6,25.0,42462.19,4.25,188,37.23
2026-1-1,2026-4-12,15.0,12.0,8,20.0,42342.14,4.23,179,34.64
2026-1-1,2026-4-12,18.0,2.0,9,25.0,42275.96,4.23,160,24.38
2026-1-1,2026-4-12,21.0,13.0,8,20.0,42347.81,4.23,149,34.9
2026-1-1,2026-4-12,21.0,13.0,5,30.0,42146.71,4.21,170,35.88
2026-1-1,2026-4-12,15.0,15.0,7,15.0,42008.69,4.2,176,34.09
2026-1-1,2026-4-12,18.0,9.0,7,30.0,41890.68,4.19,162,33.95
2026-1-1,2026-4-12,13.0,6.0,6,30.0,41730.41,4.17,180,36.11
2026-1-1,2026-4-12,21.0,2.0,14,25.0,40741.4,4.07,159,19.5
2026-1-1,2026-4-12,21.0,2.0,15,25.0,40741.4,4.07,159,19.5
2026-1-1,2026-4-12,14.0,11.0,14,15.0,40375.18,4.04,151,29.8
2026-1-1,2026-4-12,9.0,9.0,6,20.0,40339.89,4.03,192,39.58
2026-1-1,2026-4-12,18.0,10.0,7,30.0,40170.68,4.02,157,33.76
2026-1-1,2026-4-12,19.0,2.0,9,25.0,39902.96,3.99,162,24.07
2026-1-1,2026-4-12,22.0,2.0,12,30.0,39826.4,3.98,148,24.32
2026-1-1,2026-4-12,14.0,12.0,5,30.0,39501.81,3.95,196,38.27
2026-1-1,2026-4-12,23.0,9.0,5,30.0,39438.93,3.94,179,34.08
2026-1-1,2026-4-12,23.0,15.0,5,20.0,39436.91,3.94,175,37.71
2026-1-1,2026-4-12,14.0,14.0,7,25.0,39379.3,3.94,184,35.33
2026-1-1,2026-4-12,24.0,10.0,5,25.0,38809.52,3.88,172,39.53
2026-1-1,2026-4-12,14.0,12.0,8,15.0,38584.65,3.86,172,33.14
2026-1-1,2026-4-12,13.0,13.0,5,30.0,38364.69,3.84,198,36.87
2026-1-1,2026-4-12,19.0,14.0,5,30.0,38088.57,3.81,170,35.29
2026-1-1,2026-4-12,24.0,12.0,5,25.0,37805.88,3.78,166,37.35
2026-1-1,2026-4-12,19.0,13.0,5,30.0,37624.57,3.76,169,35.5
2026-1-1,2026-4-12,20.0,4.0,9,30.0,37574.4,3.76,148,26.35
2026-1-1,2026-4-12,23.0,2.0,9,30.0,37644.65,3.76,155,21.94
2026-1-1,2026-4-12,25.0,12.0,5,25.0,37449.88,3.74,164,37.8
2026-1-1,2026-4-12,15.0,14.0,8,20.0,37342.14,3.73,186,32.26
2026-1-1,2026-4-12,23.0,10.0,5,25.0,37074.52,3.71,170,40.0
2026-1-1,2026-4-12,14.0,15.0,5,25.0,36898.47,3.69,183,42.08
2026-1-1,2026-4-12,15.0,10.0,14,15.0,36682.63,3.67,164,28.05
2026-1-1,2026-4-12,16.0,2.0,8,15.0,36364.18,3.64,199,24.62
2026-1-1,2026-4-12,24.0,12.0,5,30.0,36388.88,3.64,172,36.63
2026-1-1,2026-4-12,15.0,9.0,14,15.0,36407.63,3.64,173,28.9
2026-1-1,2026-4-12,20.0,5.0,12,30.0,36279.96,3.63,137,27.01
2026-1-1,2026-4-12,16.0,13.0,8,25.0,36271.55,3.63,171,33.33
2026-1-1,2026-4-12,20.0,2.0,12,20.0,36206.4,3.62,180,21.11
2026-1-1,2026-4-12,23.0,2.0,8,30.0,35959.0,3.6,176,23.86
2026-1-1,2026-4-12,25.0,12.0,5,30.0,35859.88,3.59,169,37.28
2026-1-1,2026-4-12,19.0,2.0,11,20.0,35945.4,3.59,171,20.47
2026-1-1,2026-4-12,13.0,15.0,6,30.0,35862.01,3.59,171,38.6
2026-1-1,2026-4-12,25.0,5.0,9,30.0,35778.4,3.58,129,26.36
2026-1-1,2026-4-12,20.0,15.0,5,30.0,35673.7,3.57,165,36.36
2026-1-1,2026-4-12,14.0,11.0,6,25.0,35684.19,3.57,194,37.11
2026-1-1,2026-4-12,15.0,12.0,14,20.0,35693.18,3.57,168,27.38
2026-1-1,2026-4-12,16.0,15.0,8,15.0,35731.68,3.57,178,33.15
2026-1-1,2026-4-12,14.0,15.0,8,30.0,35645.76,3.56,155,33.55
2026-1-1,2026-4-12,18.0,13.0,8,15.0,35431.68,3.54,162,35.8
2026-1-1,2026-4-12,19.0,2.0,13,20.0,35360.4,3.54,166,21.69
2026-1-1,2026-4-12,21.0,14.0,5,30.0,35022.71,3.5,173,34.68
2026-1-1,2026-4-12,16.0,11.0,8,25.0,34809.55,3.48,175,38.29
2026-1-1,2026-4-12,14.0,11.0,7,25.0,34388.3,3.44,173,36.42
2026-1-1,2026-4-12,18.0,10.0,8,15.0,34344.68,3.43,176,32.95
2026-1-1,2026-4-12,23.0,2.0,8,15.0,34349.81,3.43,201,21.89
2026-1-1,2026-4-12,20.0,10.0,8,30.0,34201.06,3.42,129,33.33
2026-1-1,2026-4-12,25.0,10.0,5,25.0,33754.52,3.38,174,37.93
2026-1-1,2026-4-12,15.0,15.0,7,25.0,33677.23,3.37,169,33.73
2026-1-1,2026-4-12,25.0,10.0,12,15.0,33542.4,3.35,110,32.73
2026-1-1,2026-4-12,15.0,12.0,11,20.0,33413.18,3.34,173,31.79
2026-1-1,2026-4-12,14.0,10.0,9,15.0,33445.71,3.34,176,31.82
2026-1-1,2026-4-12,15.0,11.0,7,25.0,33336.17,3.33,180,36.11
2026-1-1,2026-4-12,14.0,13.0,8,15.0,33154.65,3.32,178,34.27
2026-1-1,2026-4-12,19.0,12.0,7,30.0,33088.79,3.31,146,35.62
2026-1-1,2026-4-12,17.0,2.0,9,25.0,33110.96,3.31,175,23.43
2026-1-1,2026-4-12,14.0,12.0,6,30.0,33008.75,3.3,185,38.38
2026-1-1,2026-4-12,25.0,13.0,8,30.0,32922.04,3.29,142,33.8
2026-1-1,2026-4-12,24.0,13.0,8,30.0,32777.04,3.28,141,34.04
2026-1-1,2026-4-12,20.0,13.0,7,25.0,32822.09,3.28,154,37.01
2026-1-1,2026-4-12,18.0,2.0,8,15.0,32482.18,3.25,206,23.3
2026-1-1,2026-4-12,21.0,3.0,8,30.0,32419.06,3.24,155,27.74
2026-1-1,2026-4-12,14.0,14.0,8,15.0,32442.65,3.24,179,33.52
2026-1-1,2026-4-12,25.0,9.0,12,15.0,32439.4,3.24,111,32.43
2026-1-1,2026-4-12,15.0,14.0,7,15.0,32050.59,3.21,188,36.7
2026-1-1,2026-4-12,20.0,13.0,8,15.0,31974.81,3.2,158,35.44
2026-1-1,2026-4-12,24.0,11.0,5,25.0,31984.08,3.2,181,40.33
2026-1-1,2026-4-12,13.0,8.0,6,25.0,31921.98,3.19,188,38.3
2026-1-1,2026-4-12,17.0,9.0,6,15.0,31768.5,3.18,185,36.76
2026-1-1,2026-4-12,21.0,12.0,8,20.0,31648.81,3.16,149,34.9
2026-1-1,2026-4-12,21.0,6.0,9,30.0,31508.4,3.15,117,29.91
2026-1-1,2026-4-12,25.0,11.0,12,15.0,31417.4,3.14,116,32.76
2026-1-1,2026-4-12,13.0,10.0,6,20.0,30708.63,3.07,186,36.56
2026-1-1,2026-4-12,24.0,3.0,8,30.0,30521.05,3.05,157,24.2
2026-1-1,2026-4-12,15.0,13.0,7,20.0,29943.59,2.99,178,35.96
2026-1-1,2026-4-12,21.0,13.0,8,15.0,29750.81,2.98,149,34.9
2026-1-1,2026-4-12,20.0,2.0,12,15.0,29769.15,2.98,163,20.25
2026-1-1,2026-4-12,20.0,2.0,13,25.0,29536.4,2.95,174,20.11
2026-1-1,2026-4-12,24.0,9.0,5,20.0,29012.59,2.9,189,38.62
2026-1-1,2026-4-12,14.0,13.0,14,20.0,28945.18,2.89,161,26.71
2026-1-1,2026-4-12,21.0,2.0,13,25.0,28685.4,2.87,170,21.18
2026-1-1,2026-4-12,21.0,2.0,12,25.0,28497.4,2.85,164,21.95
2026-1-1,2026-4-12,25.0,3.0,8,30.0,28410.05,2.84,161,22.36
2026-1-1,2026-4-12,22.0,2.0,9,25.0,28381.01,2.84,164,21.95
2026-1-1,2026-4-12,15.0,14.0,8,25.0,28302.55,2.83,182,32.42
2026-1-1,2026-4-12,16.0,10.0,9,30.0,27983.53,2.8,157,33.12
2026-1-1,2026-4-12,20.0,6.0,9,30.0,27993.4,2.8,121,31.4
2026-1-1,2026-4-12,21.0,2.0,11,20.0,27924.74,2.79,171,22.22
2026-1-1,2026-4-12,13.0,13.0,6,15.0,27703.65,2.77,183,37.16
2026-1-1,2026-4-12,25.0,11.0,5,25.0,27499.08,2.75,182,39.01
2026-1-1,2026-4-12,24.0,7.0,10,30.0,27351.05,2.74,125,28.8
2026-1-1,2026-4-12,19.0,14.0,7,30.0,27306.79,2.73,144,36.81
2026-1-1,2026-4-12,19.0,13.0,7,30.0,27306.79,2.73,144,36.81
2026-1-1,2026-4-12,22.0,2.0,8,30.0,26828.0,2.68,186,22.58
2026-1-1,2026-4-12,14.0,12.0,15,15.0,26743.18,2.67,161,29.19
2026-1-1,2026-4-12,21.0,2.0,11,30.0,26600.68,2.66,149,22.82
2026-1-1,2026-4-12,14.0,14.0,14,20.0,26201.18,2.62,161,26.71
2026-1-1,2026-4-12,15.0,12.0,8,25.0,26017.55,2.6,184,34.78
2026-1-1,2026-4-12,13.0,15.0,7,15.0,25924.59,2.59,183,35.52
2026-1-1,2026-4-12,18.0,9.0,8,30.0,25804.55,2.58,150,36.67
2026-1-1,2026-4-12,15.0,13.0,15,15.0,25828.18,2.58,172,29.07
2026-1-1,2026-4-12,21.0,14.0,8,20.0,25736.81,2.57,149,35.57
2026-1-1,2026-4-12,21.0,15.0,8,20.0,25736.81,2.57,149,35.57
2026-1-1,2026-4-12,15.0,10.0,9,30.0,25507.89,2.55,157,34.39
2026-1-1,2026-4-12,15.0,15.0,8,20.0,25047.68,2.5,188,34.04
2026-1-1,2026-4-12,24.0,2.0,11,25.0,24984.68,2.5,147,21.77
2026-1-1,2026-4-12,22.0,2.0,8,15.0,24921.81,2.49,201,23.38
2026-1-1,2026-4-12,16.0,9.0,8,30.0,24814.55,2.48,155,35.48
2026-1-1,2026-4-12,11.0,2.0,10,20.0,24612.64,2.46,203,24.14
2026-1-1,2026-4-12,24.0,9.0,10,30.0,24422.05,2.44,127,29.92
2026-1-1,2026-4-12,15.0,12.0,11,15.0,24206.18,2.42,175,32.57
2026-1-1,2026-4-12,19.0,2.0,9,20.0,24071.96,2.41,172,24.42
2026-1-1,2026-4-12,13.0,15.0,5,25.0,24137.61,2.41,195,41.03
2026-1-1,2026-4-12,21.0,9.0,8,15.0,24033.81,2.4,151,35.76
2026-1-1,2026-4-12,23.0,13.0,8,30.0,23994.04,2.4,133,34.59
2026-1-1,2026-4-12,24.0,11.0,5,20.0,23898.59,2.39,187,40.64
2026-1-1,2026-4-12,17.0,15.0,8,15.0,23665.68,2.37,178,34.27
2026-1-1,2026-4-12,14.0,11.0,9,30.0,23577.04,2.36,165,32.12
2026-1-1,2026-4-12,23.0,2.0,12,30.0,23561.4,2.36,146,25.34
2026-1-1,2026-4-12,23.0,6.0,10,30.0,23494.05,2.35,136,27.21
2026-1-1,2026-4-12,25.0,12.0,12,15.0,23508.4,2.35,111,30.63
