Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2024-03-01,000100,BUY,42600,4.69,199766.12,0.0,0.0,主升浪启动,800233.88
2024-03-01,600415,BUY,24400,8.19,199729.45,0.0,0.0,主升浪启动,600504.43
2024-03-01,603019,BUY,3700,53.0,196095.8,0.0,0.0,主升浪启动,404408.63
2024-03-01,000039,BUY,21600,9.22,199079.63,0.0,0.0,主升浪启动,205328.99
2024-03-01,600489,BUY,19300,10.36,199971.54,0.0,0.0,主升浪启动,5357.45
2024-03-01,300502,BUY,100,46.04,4603.75,0.0,0.0,主升浪启动,753.7
2024-03-01,000725,BUY,100,4.03,402.9,0.0,0.0,主升浪启动,350.8
2024-03-07,600010,BUY,200,1.56,312.0,0.0,0.0,主升浪启动,38.8
2024-03-12,000100,SELL,42600,4.51,192321.42,-7444.7,-3.73,策略S点(破均线),192360.22
2024-03-12,000596,BUY,800,226.17,180938.44,0.0,0.0,主升浪启动,11421.78
2024-03-12,000039,SELL,21600,8.38,180943.14,-18136.49,-9.11,策略S点(破均线),192364.92
2024-03-12,600233,BUY,14400,13.27,191102.57,0.0,0.0,主升浪启动,1262.35
2024-03-12,002027,BUY,200,5.76,1152.99,0.0,0.0,主升浪启动,109.36
2024-03-13,600010,SELL,200,1.53,306.0,-6.0,-1.92,策略S点(破均线),415.36
2024-03-13,300502,SELL,100,47.27,4726.66,122.91,2.67,策略S点(破均线),5142.03
2024-03-13,600580,BUY,400,10.72,4288.52,0.0,0.0,主升浪启动,853.51
2024-03-13,603019,SELL,3700,51.14,189204.96,-6890.84,-3.51,策略S点(破均线),190058.47
2024-03-13,603993,BUY,29300,6.48,189941.47,0.0,0.0,主升浪启动,117.0
2024-03-14,000725,SELL,100,3.92,392.11,-10.78,-2.68,策略S点(破均线),509.11
2024-03-15,600219,BUY,100,2.89,288.55,0.0,0.0,主升浪启动,220.56
2024-03-15,600415,SELL,24400,8.6,209774.32,10044.87,5.03,超时强平(10天),209994.88
2024-03-15,300394,BUY,2500,77.91,194778.49,0.0,0.0,主升浪启动,15216.4
2024-03-15,002340,BUY,2500,5.97,14916.19,0.0,0.0,主升浪启动,300.2
2024-03-15,600489,SELL,19300,11.41,220189.25,20217.71,10.11,超时强平(10天),220489.46
2024-03-15,600362,BUY,9400,21.25,199759.85,0.0,0.0,主升浪启动,20729.61
2024-03-15,002155,BUY,2000,9.91,19818.31,0.0,0.0,主升浪启动,911.3
2024-03-15,000630,BUY,200,3.76,751.26,0.0,0.0,主升浪启动,160.04
2024-03-19,002155,SELL,2000,9.71,19424.97,-393.34,-1.98,策略S点(破均线),19585.01
2024-03-19,600580,SELL,400,13.03,5211.94,923.43,21.53,止盈,24796.95
2024-03-19,002273,BUY,1700,14.32,24340.58,0.0,0.0,主升浪启动,456.37
2024-03-19,600010,BUY,200,1.7,340.0,0.0,0.0,主升浪启动,116.37
2024-03-25,000630,SELL,200,3.56,711.82,-39.44,-5.25,止损,828.19
2024-03-25,601600,BUY,100,6.78,678.35,0.0,0.0,主升浪启动,149.84
2024-03-25,600010,SELL,200,1.6,320.0,-20.0,-5.88,止损,469.84
2024-03-26,002273,SELL,1700,13.42,22809.11,-1531.47,-6.29,止损,23278.95
2024-03-26,002407,BUY,1600,14.45,23114.14,0.0,0.0,主升浪启动,164.81
2024-03-26,000596,SELL,800,247.69,198149.71,17211.27,9.51,超时强平(10天),198314.52
2024-03-26,002340,SELL,2500,5.93,14818.54,-97.65,-0.65,策略S点(破均线),213133.06
2024-03-26,300750,BUY,1000,182.01,182008.03,0.0,0.0,主升浪启动,31125.03
2024-03-26,600233,SELL,14400,14.31,206034.6,14932.03,7.81,超时强平(10天),237159.63
2024-03-26,300450,BUY,8200,24.21,198561.1,0.0,0.0,主升浪启动,38598.53
2024-03-26,002920,BUY,300,120.25,36073.93,0.0,0.0,主升浪启动,2524.59
2024-03-26,002027,SELL,200,5.87,1174.31,21.32,1.85,超时强平(10天),3698.9
2024-03-26,601878,BUY,300,11.05,3315.68,0.0,0.0,主升浪启动,383.23
2024-03-26,300394,SELL,2500,76.81,192019.3,-2759.18,-1.42,策略S点(破均线),192402.53
2024-03-26,002625,BUY,10600,18.07,191581.54,0.0,0.0,主升浪启动,820.99
2024-03-27,300450,SELL,8200,22.96,188304.51,-10256.59,-5.17,策略S点(破均线),189125.5
2024-03-27,603993,SELL,29300,7.52,220387.97,30446.5,16.03,超时强平(10天),409513.47
2024-03-27,002407,SELL,1600,13.81,22095.76,-1018.38,-4.41,策略S点(破均线),431609.23
2024-03-27,601808,BUY,12200,16.31,198947.88,0.0,0.0,主升浪启动,232661.35
