Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2025-03-03,002245,BUY,12700,15.75,199979.55,0.0,0.0,主升浪启动,800020.45
2025-03-03,300450,BUY,8200,24.13,197879.16,0.0,0.0,主升浪启动,602141.29
2025-03-03,600031,BUY,11000,18.18,199977.67,0.0,0.0,主升浪启动,402163.62
2025-03-03,688213,BUY,1800,110.44,198783.05,0.0,0.0,主升浪启动,203380.57
2025-03-03,002074,BUY,8200,24.12,197804.4,0.0,0.0,主升浪启动,5576.17
2025-03-03,300457,BUY,200,21.77,4354.71,0.0,0.0,主升浪启动,1221.47
2025-03-04,002245,SELL,12700,14.82,188223.48,-11756.07,-5.88,策略S点(破均线),189444.95
2025-03-04,002049,BUY,2700,67.76,182948.37,0.0,0.0,主升浪启动,6496.58
2025-03-04,002389,BUY,300,19.86,5957.31,0.0,0.0,主升浪启动,539.26
2025-03-04,300457,SELL,200,21.0,4199.61,-155.1,-3.56,策略S点(破均线),4738.87
2025-03-04,600879,BUY,500,9.44,4718.34,0.0,0.0,主升浪启动,20.53
2025-03-05,300450,SELL,8200,23.34,191416.8,-6462.36,-3.27,策略S点(破均线),191437.33
2025-03-05,600667,BUY,24600,7.77,191065.51,0.0,0.0,主升浪启动,371.82
2025-03-07,002074,SELL,8200,22.94,188077.65,-9726.75,-4.92,策略S点(破均线),188449.47
2025-03-07,600588,BUY,9400,20.0,188000.0,0.0,0.0,主升浪启动,449.47
2025-03-10,688213,SELL,1800,104.37,187870.17,-10912.88,-5.49,止损,188319.65
2025-03-10,300457,BUY,8500,22.15,188286.33,0.0,0.0,主升浪启动,33.32
2025-03-11,600588,SELL,9400,17.65,165910.0,-22090.0,-11.75,止损,165943.32
2025-03-11,002195,BUY,23800,6.97,165886.0,0.0,0.0,主升浪启动,57.32
2025-03-13,600667,SELL,24600,7.26,178699.59,-12365.91,-6.47,策略S点(破均线),178756.91
2025-03-13,000733,BUY,3100,56.31,174559.73,0.0,0.0,主升浪启动,4197.18
2025-03-14,002195,SELL,23800,6.28,149464.0,-16422.0,-9.9,止损,153661.18
2025-03-14,000568,BUY,1100,136.96,150656.31,0.0,0.0,主升浪启动,3004.87
2025-03-14,002517,BUY,100,17.84,1783.54,0.0,0.0,主升浪启动,1221.33
2025-03-14,002292,BUY,100,10.9,1090.0,0.0,0.0,主升浪启动,131.33
2025-03-17,600031,SELL,11000,19.76,217316.16,17338.49,8.67,超时强平(10天),217447.49
2025-03-17,001914,BUY,17000,11.7,198907.57,0.0,0.0,主升浪启动,18539.91
2025-03-17,603659,BUY,900,18.72,16844.91,0.0,0.0,主升浪启动,1695.0
2025-03-17,002049,SELL,2700,68.44,184778.4,1830.02,1.0,策略S点(破均线),186473.4
2025-03-17,300316,BUY,5300,34.94,185189.41,0.0,0.0,主升浪启动,1283.98
2025-03-17,600039,BUY,100,7.69,768.59,0.0,0.0,主升浪启动,515.39
2025-03-18,002389,SELL,300,20.93,6280.46,323.15,5.42,超时强平(10天),6795.86
2025-03-18,603486,BUY,100,64.72,6472.38,0.0,0.0,主升浪启动,323.48
2025-03-18,600879,SELL,500,9.63,4812.81,94.47,2.0,超时强平(10天),5136.29
2025-03-18,002384,BUY,100,36.99,3698.84,0.0,0.0,主升浪启动,1437.45
2025-03-19,002517,SELL,100,16.94,1694.06,-89.48,-5.02,策略S点(破均线),3131.52
2025-03-19,300457,SELL,8500,21.73,184736.95,-3549.38,-1.89,策略S点(破均线),187868.47
2025-03-19,688390,BUY,4000,45.94,183760.0,0.0,0.0,主升浪启动,4108.47
2025-03-19,002195,BUY,500,6.85,3425.0,0.0,0.0,主升浪启动,683.47
2025-03-20,000568,SELL,1100,128.9,141791.71,-8864.6,-5.88,策略S点(破均线),142475.17
2025-03-20,600176,BUY,11400,12.44,141838.74,0.0,0.0,主升浪启动,636.43
2025-03-21,002384,SELL,100,34.35,3435.49,-263.35,-7.12,止损,4071.92
2025-03-21,603659,SELL,900,17.74,15963.03,-881.89,-5.24,策略S点(破均线),20034.94
2025-03-21,002195,SELL,500,6.5,3250.0,-175.0,-5.11,止损,23284.94
2025-03-21,002292,SELL,100,10.35,1035.0,-55.0,-5.05,止损,24319.94
2025-03-21,000039,BUY,2500,9.36,23397.77,0.0,0.0,主升浪启动,922.18
2025-03-21,300316,SELL,5300,33.24,176151.96,-9037.45,-4.88,策略S点(破均线),177074.14
2025-03-24,000878,BUY,12600,13.97,176049.24,0.0,0.0,主升浪启动,1024.9
2025-03-24,603993,BUY,100,7.76,776.43,0.0,0.0,主升浪启动,248.47
2025-03-24,000733,SELL,3100,53.08,164554.89,-10004.84,-5.73,策略S点(破均线),164803.36
2025-03-24,300476,BUY,1800,89.73,161506.54,0.0,0.0,主升浪启动,3296.82
2025-03-25,603659,BUY,100,19.12,1912.24,0.0,0.0,主升浪启动,1384.58
2025-03-26,300476,SELL,1800,83.43,150176.52,-11330.02,-7.02,止损,151561.1
2025-03-26,000733,BUY,2600,57.42,149279.68,0.0,0.0,主升浪启动,2281.42
2025-03-26,603486,SELL,100,61.39,6139.19,-333.19,-5.15,策略S点(破均线),8420.61
2025-03-27,000878,SELL,12600,13.11,165185.05,-10864.19,-6.17,策略S点(破均线),173605.66
2025-03-27,600415,BUY,11900,14.56,173262.39,0.0,0.0,主升浪启动,343.27
2025-03-27,603993,SELL,100,7.55,755.1,-21.33,-2.75,策略S点(破均线),1098.38
2025-03-27,000039,SELL,2500,8.99,22467.73,-930.04,-3.97,策略S点(破均线),23566.11
2025-03-27,603659,SELL,100,18.43,1842.95,-69.28,-3.62,策略S点(破均线),25409.06
2025-03-28,600208,BUY,7500,3.36,25200.0,0.0,0.0,主升浪启动,209.06
2025-03-28,600039,SELL,100,7.7,770.5,1.91,0.25,策略S点(破均线),979.56
2025-03-31,688390,SELL,4000,45.05,180200.0,-3560.0,-1.94,策略S点(破均线),181179.56
2025-03-31,000733,SELL,2600,53.54,139205.11,-10074.57,-6.75,策略S点(破均线),320384.67
2025-03-31,600988,BUY,8700,22.76,197975.05,0.0,0.0,主升浪启动,122409.62
2025-03-31,688608,BUY,400,289.42,115766.9,0.0,0.0,主升浪启动,6642.73
2025-03-31,600208,SELL,7500,3.1,23250.0,-1950.0,-7.74,策略S点(破均线),29892.73
2025-03-31,001914,SELL,17000,11.7,198907.57,0.0,0.0,超时强平(10天),228800.3
2025-04-01,688617,BUY,600,279.86,167914.76,0.0,0.0,主升浪启动,60885.54
2025-04-01,300573,BUY,1000,56.38,56379.62,0.0,0.0,主升浪启动,4505.91
2025-04-01,603899,BUY,100,30.73,3073.0,0.0,0.0,主升浪启动,1432.91
2025-04-02,300573,SELL,1000,55.16,55158.38,-1221.24,-2.17,策略S点(破均线),56591.29
2025-04-02,002422,BUY,1500,36.4,54597.13,0.0,0.0,主升浪启动,1994.16
2025-04-03,688608,SELL,400,270.68,108273.25,-7493.65,-6.47,止损,110267.41
2025-04-03,600176,SELL,11400,12.39,141285.98,-552.76,-0.39,超时强平(10天),251553.39
2025-04-07,603899,SELL,100,28.5,2849.84,-223.16,-7.26,止损,254403.24
2025-04-07,600161,BUY,9200,21.73,199955.27,0.0,0.0,主升浪启动,54447.97
2025-04-07,002422,SELL,1500,34.41,51616.42,-2980.71,-5.46,止损,106064.39
2025-04-07,600415,SELL,11900,13.0,154673.51,-18588.88,-10.73,止损,260737.89
2025-04-07,600988,SELL,8700,19.97,173768.49,-24206.56,-12.23,止损,434506.39
2025-04-08,600258,BUY,13600,14.66,199375.1,0.0,0.0,主升浪启动,235131.29
2025-04-08,600312,BUY,11000,18.17,199816.25,0.0,0.0,主升浪启动,35315.04
2025-04-08,000998,BUY,2900,11.85,34371.13,0.0,0.0,主升浪启动,943.9
2025-04-11,600312,SELL,11000,17.49,192343.45,-7472.8,-3.74,策略S点(破均线),193287.35
2025-04-11,300661,BUY,2100,87.87,184522.04,0.0,0.0,主升浪启动,8765.31
2025-04-11,600988,BUY,300,25.54,7661.43,0.0,0.0,主升浪启动,1103.87
2025-04-14,000998,SELL,2900,10.9,31598.33,-2772.8,-8.07,止损,32702.21
2025-04-15,600161,SELL,9200,21.6,198683.98,-1271.29,-0.64,策略S点(破均线),231386.19
2025-04-15,300972,BUY,1700,112.62,191446.09,0.0,0.0,主升浪启动,39940.1
2025-04-15,601077,BUY,6400,6.16,39442.84,0.0,0.0,主升浪启动,497.26
2025-04-16,688617,SELL,600,302.13,181275.6,13360.84,7.96,超时强平(10天),181772.86
2025-04-16,601816,BUY,30600,5.93,181321.71,0.0,0.0,主升浪启动,451.15
2025-04-18,600258,SELL,13600,14.77,200832.33,1457.23,0.73,策略S点(破均线),201283.48
2025-04-21,000975,BUY,9000,22.14,199241.29,0.0,0.0,主升浪启动,2042.19
2025-04-21,600489,BUY,100,15.03,1502.5,0.0,0.0,主升浪启动,539.68
2025-04-21,601816,SELL,30600,5.74,175673.99,-5647.73,-3.11,策略S点(破均线),176213.67
2025-04-21,002155,BUY,8700,20.05,174455.68,0.0,0.0,主升浪启动,1757.99
2025-04-22,000617,BUY,200,7.8,1559.18,0.0,0.0,主升浪启动,198.81
2025-04-22,600988,SELL,300,31.8,9539.53,1878.09,24.51,止盈,9738.34
2025-04-22,001391,BUY,1300,7.39,9601.75,0.0,0.0,主升浪启动,136.59
2025-04-23,001391,SELL,1300,7.22,9382.65,-219.1,-2.28,策略S点(破均线),9519.24
2025-04-23,300661,SELL,2100,86.09,180799.05,-3723.0,-2.02,策略S点(破均线),190318.29
2025-04-23,600489,SELL,100,14.17,1416.81,-85.69,-5.7,止损,191735.1
2025-04-23,002155,SELL,8700,18.31,159337.51,-15118.17,-8.67,止损,351072.61
2025-04-23,000975,SELL,9000,20.62,185546.21,-13695.08,-6.87,止损,536618.83
2025-04-24,002891,BUY,3700,53.13,196569.71,0.0,0.0,主升浪启动,340049.12
2025-04-25,002624,BUY,16500,12.08,199394.9,0.0,0.0,主升浪启动,140654.22
2025-04-25,000617,SELL,200,7.35,1470.36,-88.81,-5.7,止损,142124.59
2025-04-25,688166,BUY,3200,43.89,140463.82,0.0,0.0,主升浪启动,1660.77
2025-04-25,300972,SELL,1700,140.19,238324.97,46878.88,24.49,止盈,239985.74
2025-04-29,601077,SELL,6400,6.58,42129.35,2686.51,6.81,超时强平(10天),282115.09
2025-04-30,300972,BUY,1200,164.19,197027.03,0.0,0.0,主升浪启动,85088.06
2025-04-30,688608,BUY,200,316.15,63230.15,0.0,0.0,主升浪启动,21857.9
2025-05-06,002294,BUY,500,42.24,21119.86,0.0,0.0,主升浪启动,738.04
