Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2024-05-06,688506,BUY,1000,178.85,178850.0,0.0,0.0,主升浪启动,821150.0
2024-05-06,000887,BUY,14800,13.51,199969.17,0.0,0.0,主升浪启动,621180.83
2024-05-06,688608,BUY,2000,91.52,183048.15,0.0,0.0,主升浪启动,438132.68
2024-05-06,600176,BUY,16900,11.82,199763.71,0.0,0.0,主升浪启动,238368.97
2024-05-06,002064,BUY,24700,8.08,199544.96,0.0,0.0,主升浪启动,38824.01
2024-05-06,605499,BUY,200,163.3,32659.64,0.0,0.0,主升浪启动,6164.38
2024-05-06,603939,BUY,100,35.98,3597.53,0.0,0.0,主升浪启动,2566.84
2024-05-06,002572,BUY,100,16.28,1627.7,0.0,0.0,主升浪启动,939.14
2024-05-06,000683,BUY,100,7.01,701.32,0.0,0.0,主升浪启动,237.82
2024-05-14,000887,SELL,14800,13.09,193774.16,-6195.01,-3.1,策略S点(破均线),194011.99
2024-05-14,002001,BUY,10000,19.24,192373.02,0.0,0.0,主升浪启动,1638.96
2024-05-14,002120,BUY,200,7.97,1594.0,0.0,0.0,主升浪启动,44.96
2024-05-14,002064,SELL,24700,7.79,192485.59,-7059.37,-3.54,策略S点(破均线),192530.54
2024-05-15,000683,SELL,100,6.75,675.07,-26.24,-3.74,策略S点(破均线),193205.62
2024-05-15,000786,BUY,5700,33.74,192295.94,0.0,0.0,主升浪启动,909.68
2024-05-15,600176,SELL,16900,11.85,200244.3,480.59,0.24,策略S点(破均线),201153.98
2024-05-15,603939,SELL,100,35.7,3569.8,-27.73,-0.77,策略S点(破均线),204723.77
2024-05-15,002312,BUY,26000,7.67,199294.67,0.0,0.0,主升浪启动,5429.11
2024-05-16,002475,BUY,100,31.25,3125.37,0.0,0.0,主升浪启动,2303.74
2024-05-16,000001,BUY,200,9.69,1937.41,0.0,0.0,主升浪启动,366.33
2024-05-17,688608,SELL,2000,90.27,180549.97,-2498.18,-1.36,策略S点(破均线),180916.3
2024-05-17,300083,BUY,27200,6.64,180608.0,0.0,0.0,主升浪启动,308.3
2024-05-17,002001,SELL,10000,18.6,185991.87,-6381.15,-3.32,策略S点(破均线),186300.17
2024-05-17,688166,BUY,5000,36.64,183177.52,0.0,0.0,主升浪启动,3122.65
2024-05-17,001914,BUY,200,12.88,2576.48,0.0,0.0,主升浪启动,546.17
2024-05-17,600115,BUY,100,3.94,394.0,0.0,0.0,主升浪启动,152.17
2024-05-20,605499,SELL,200,163.29,32658.15,-1.48,-0.0,策略S点(破均线),32810.32
2024-05-20,300502,BUY,500,64.03,32013.15,0.0,0.0,主升浪启动,797.17
2024-05-20,002532,BUY,100,7.72,771.81,0.0,0.0,主升浪启动,25.37
2024-05-20,688506,SELL,1000,180.02,180020.0,1170.0,0.65,策略S点(破均线),180045.37
2024-05-20,600489,BUY,12100,14.84,179529.08,0.0,0.0,主升浪启动,516.28
2024-05-21,001914,SELL,200,11.84,2368.52,-207.97,-8.07,止损,2884.8
2024-05-21,601825,BUY,400,6.83,2732.77,0.0,0.0,主升浪启动,152.03
2024-05-22,000786,SELL,5700,32.6,185834.02,-6461.92,-3.36,策略S点(破均线),185986.05
2024-05-22,300751,BUY,1300,134.94,175423.94,0.0,0.0,主升浪启动,10562.12
2024-05-22,601111,BUY,1300,7.79,10127.0,0.0,0.0,主升浪启动,435.12
2024-05-23,002312,SELL,26000,7.68,199802.43,507.76,0.25,策略S点(破均线),200237.54
2024-05-23,601233,BUY,12800,15.61,199847.91,0.0,0.0,主升浪启动,389.64
2024-05-23,002572,SELL,100,17.37,1737.31,109.61,6.73,策略S点(破均线),2126.95
