Date,StockCode,Action,Shares,Price,Amount,PnL_Amount,PnL_Percent,Reason,Cash_Remaining
2025-03-10,688266,BUY,2000,92.41,184820.0,0.0,0.0,主升浪启动,815180.0
2025-03-10,603799,BUY,5200,37.88,196996.22,0.0,0.0,主升浪启动,618183.78
2025-03-10,300476,BUY,3100,64.4,199635.8,0.0,0.0,主升浪启动,418547.98
2025-03-10,300395,BUY,4300,46.41,199581.52,0.0,0.0,主升浪启动,218966.46
2025-03-10,600031,BUY,10100,19.79,199926.42,0.0,0.0,主升浪启动,19040.05
2025-03-10,300457,BUY,800,22.15,17721.07,0.0,0.0,主升浪启动,1318.98
2025-03-11,300083,BUY,100,11.02,1102.0,0.0,0.0,主升浪启动,216.98
2025-03-13,300083,SELL,100,9.86,986.0,-116.0,-10.53,策略S点(破均线),1202.98
2025-03-14,300476,SELL,3100,72.68,225292.67,25656.87,12.85,止盈,226495.65
2025-03-14,300476,BUY,2400,81.67,196004.53,0.0,0.0,主升浪启动,30491.12
2025-03-14,601881,BUY,1600,18.35,29366.06,0.0,0.0,主升浪启动,1125.06
2025-03-14,002292,BUY,100,10.9,1090.0,0.0,0.0,主升浪启动,35.06
2025-03-17,300395,SELL,4300,44.81,192678.7,-6902.82,-3.46,策略S点(破均线),192713.76
2025-03-17,603659,BUY,10200,18.72,190909.01,0.0,0.0,主升浪启动,1804.75
2025-03-17,600039,BUY,200,7.69,1537.17,0.0,0.0,主升浪启动,267.57
2025-03-18,300476,SELL,2400,92.39,221724.15,25719.62,13.12,止盈,221991.72
2025-03-18,603486,BUY,3000,64.72,194171.27,0.0,0.0,主升浪启动,27820.46
2025-03-18,603799,SELL,5200,36.39,189206.57,-7789.65,-3.95,策略S点(破均线),217027.03
2025-03-18,002384,BUY,5400,36.99,199737.23,0.0,0.0,主升浪启动,17289.8
2025-03-18,600031,SELL,10100,19.26,194554.68,-5371.74,-2.69,策略S点(破均线),211844.48
2025-03-18,002236,BUY,10400,19.11,198765.35,0.0,0.0,主升浪启动,13079.13
2025-03-18,603259,BUY,100,67.98,6797.87,0.0,0.0,主升浪启动,6281.26
2025-03-18,002008,BUY,200,29.84,5968.8,0.0,0.0,主升浪启动,312.46
2025-03-19,002236,SELL,10400,18.19,189157.35,-9607.99,-4.83,策略S点(破均线),189469.81
2025-03-19,300457,SELL,800,21.73,17387.01,-334.06,-1.89,策略S点(破均线),206856.82
2025-03-20,688266,SELL,2000,93.15,186300.0,1480.0,0.8,超时强平(8天),393156.82
2025-03-20,600176,BUY,16000,12.44,199071.92,0.0,0.0,主升浪启动,194084.9
